nctid,stop_date,stop_status,restart_date,restart_status,why_stopped
NCT02488746,2016-12-08,Terminated,NA,NA,According to study protocol the trial was terminated because the recruitment of trial participants was insufficient.
NCT01247961,2016-12-08,Withdrawn,NA,NA,Investigator left institution
NCT02381288,2016-12-08,Terminated,NA,NA,Sponsor decision to terminate the study because the study did not meet the primary endpoint.
NCT01720043,2016-12-08,Terminated,NA,NA,Slow Accrual
NCT02508194,2016-12-08,Terminated,NA,NA,Year 1 of study completed. No enrollment planned for Year 2 of study.
NCT02534883,2016-12-08,Terminated,NA,NA,not able to met enrollment
NCT02495233,2016-12-08,Terminated,NA,NA,Study terminated due to adverse events related to the combination therapy
NCT02554565,2016-12-08,Terminated,NA,NA,Study in competition with another so it was decided to stop recruitment
NCT02992054,2016-12-09,Terminated,NA,NA,The number of patients were enough for statistic treatment
NCT02693769,2016-12-09,Terminated,NA,NA,Recruitment issues
NCT01605357,2016-12-09,Withdrawn,NA,NA,Never started.
NCT00045591,2016-12-09,Terminated,NA,NA,NA
NCT01315574,2016-12-09,Terminated,NA,NA,Slow Enrollment
NCT02159040,2016-12-09,Terminated,NA,NA,Only one patient in trial. Stopped for Safety. No analysis will ever be done.
NCT00588900,2016-12-09,Terminated,NA,NA,NA
NCT02658396,2016-12-09,Withdrawn,NA,NA,NA
NCT02417532,2016-12-09,Terminated,2019-07-18,Completed,PI determined additional subjects would not change outcome
NCT01306019,2016-12-09,Suspended,2017-02-24,Recruiting,NA
NCT01027702,2016-12-10,Terminated,NA,NA,"Sponsor/ PI leaving institution, no plans to continue this research at this time"
NCT00968864,2016-12-10,Terminated,NA,NA,"Sponsor/ PI leaving institution, no plans to continue this research at this time"
NCT01948206,2016-12-11,Terminated,NA,NA,Ran out of funds
NCT02578901,2016-12-11,Suspended,2017-01-19,Recruiting,temporary hold during additional review
NCT02130661,2016-12-12,Withdrawn,NA,NA,NA
NCT01410565,2016-12-12,Terminated,NA,NA,Business reason
NCT02118285,2016-12-12,Suspended,2017-08-23,Completed,Pending Amendment
NCT01820793,2016-12-12,Terminated,NA,NA,Not enought inclusion
NCT01608464,2016-12-12,Terminated,NA,NA,poor accrual
NCT02520284,2016-12-12,Terminated,NA,NA,NA
NCT01687998,2016-12-12,Terminated,NA,NA,Study termination due to insufficient efficacy.
NCT01621737,2016-12-12,Suspended,NA,NA,Break in funding
NCT02991950,2016-12-13,Terminated,NA,NA,Difficulty with patient enrollment
NCT02560740,2016-12-13,Terminated,NA,NA,Subjects' not-well compliance due to diarrhea and softening stool after taking PerOx Quench 4 sachets a day.
NCT01106443,2016-12-13,Terminated,NA,NA,Poor patient accrual
NCT00000804,2016-12-13,Withdrawn,NA,NA,NA
NCT02994589,2016-12-13,Withdrawn,NA,NA,Study was never started
NCT02861040,2016-12-13,Withdrawn,NA,NA,NA
NCT02668211,2016-12-13,Withdrawn,NA,NA,Not feasible - RSA machine not available. RSA images needed for study endpoints
NCT01898156,2016-12-13,Terminated,NA,NA,lack of efficacy
NCT02237833,2016-12-13,Terminated,NA,NA,Too slow recruitment.
NCT02313116,2016-12-13,Suspended,NA,NA,NA
NCT01506700,2016-12-13,Suspended,NA,NA,NA
NCT02997059,2016-12-14,Terminated,NA,NA,Limited recourse to intestinal resection due to new management of CD
NCT02843750,2016-12-14,Withdrawn,NA,NA,Difficulty recruiting patients
NCT02597556,2016-12-14,Withdrawn,NA,NA,The prevalence of worm infections in the site is significantly lower than expected
NCT02552862,2016-12-14,Withdrawn,NA,NA,No candidates during recruiting time. There were no candidates meeting the inclusion criteria
NCT02282891,2016-12-14,Withdrawn,NA,NA,No subjects were ever recruited and enrolled.
NCT00081224,2016-12-14,Terminated,NA,NA,NA
NCT00068666,2016-12-14,Terminated,NA,NA,NA
NCT02179151,2016-12-14,Terminated,NA,NA,FDA Clinical Hold
NCT02835794,2016-12-14,Withdrawn,NA,NA,Lack of funding to support clinical trial
NCT01572194,2016-12-14,Terminated,NA,NA,no more recruitment in the centers
NCT02003573,2016-12-14,Terminated,NA,NA,NA
NCT02671344,2016-12-14,Suspended,NA,NA,could not be obtained enough sperm RNA is highly fragmented and very difficult to purify.
NCT02511756,2016-12-15,Terminated,NA,NA,Slow accrual
NCT02356120,2016-12-15,Withdrawn,NA,NA,NA
NCT02059889,2016-12-15,Withdrawn,NA,NA,slow accrual
NCT02046824,2016-12-15,Terminated,NA,NA,NA
NCT01812720,2016-12-15,Withdrawn,NA,NA,NA
NCT01114178,2016-12-15,Terminated,NA,NA,recruitment problem due to administrative process being too long
NCT01000623,2016-12-15,Withdrawn,NA,NA,NA
NCT00981370,2016-12-15,Terminated,NA,NA,"1 consented patient never started on study drug, lost to follow up"
NCT00946088,2016-12-15,Terminated,NA,NA,lower than expected enrollment
NCT01607359,2016-12-15,Withdrawn,NA,NA,Withdrawn: It was decided not to proceed with the study at this time.
NCT01773187,2016-12-15,Terminated,NA,NA,NA
NCT02055781,2016-12-15,Terminated,NA,NA,NA
NCT02094027,2016-12-16,Terminated,NA,NA,New evidence came to light to indicate that study was no longer relevant
NCT02050386,2016-12-16,Withdrawn,NA,NA,Resources were refocused into another project preventing this project from starting
NCT00540189,2016-12-16,Terminated,NA,NA,Unable to adequatly recruit
NCT01083277,2016-12-16,Terminated,NA,NA,Slow enrollment
NCT01620801,2016-12-16,Terminated,NA,NA,NA
NCT02841332,2016-12-18,Terminated,NA,NA,lack of recruitment
NCT02396030,2016-12-19,Terminated,NA,NA,After recommendation because of the impossibility to end study with 1 center only. Outcomes of patients already included will be evaluated.
NCT01948999,2016-12-19,Terminated,NA,NA,Missing ressources. The study official has left and will not be replaced
NCT01944982,2016-12-19,Terminated,NA,NA,The low recruitment rate makes it very difficult to complete the study within a reasonable period of time.
NCT01770236,2016-12-19,Terminated,NA,NA,Study medication no longer available at institution
NCT02528331,2016-12-19,Terminated,NA,NA,PI has left Duke
NCT02583425,2016-12-19,Terminated,NA,NA,NA
NCT02721875,2016-12-19,Terminated,NA,NA,NA
NCT01944839,2016-12-19,Terminated,NA,NA,NA
NCT01940900,2016-12-19,Terminated,NA,NA,NA
NCT02387957,2016-12-19,Terminated,NA,NA,NA
NCT02214628,2016-12-19,Terminated,NA,NA,NA
NCT02082522,2016-12-19,Terminated,NA,NA,Accrual rate remaining too low
NCT02381067,2016-12-19,Terminated,NA,NA,Departure of PI from the study facility
NCT02479009,2016-12-20,Withdrawn,NA,NA,The investigator left the institution so the study was terminated.
NCT02398942,2016-12-20,Withdrawn,NA,NA,The investigator left the institution so the study was terminated.
NCT02366234,2016-12-20,Withdrawn,NA,NA,The investigator left the institution so the study was terminated.
NCT02210676,2016-12-20,Withdrawn,NA,NA,"Due to the investigator leaving the institution, the study was terminated"
NCT02204605,2016-12-20,Withdrawn,NA,NA,The principal investigator left the institution.
NCT02007967,2016-12-20,Terminated,NA,NA,Difficulty enrolling patients
NCT01385839,2016-12-20,Terminated,NA,NA,low enrollment
NCT02836028,2016-12-20,Withdrawn,NA,NA,NA
NCT00989937,2016-12-20,Suspended,NA,NA,Break in funding
NCT02263898,2016-12-20,Withdrawn,NA,NA,closed without enrollment
NCT00700778,2016-12-20,Terminated,NA,NA,Unable to recruit volunteers
NCT01647880,2016-12-20,Terminated,NA,NA,NA
NCT01269424,2016-12-20,Suspended,2021-04-16,"Active, not recruiting",Revisions due - Enroll to cohort 2
NCT02903355,2016-12-20,Terminated,NA,NA,NA
NCT02695264,2016-12-21,Withdrawn,NA,NA,Clinical Trial Agreement not executed
NCT01888614,2016-12-21,Withdrawn,NA,NA,Unable to secure equipment to proceed
NCT02773888,2016-12-21,Suspended,NA,NA,Recruitment temporarily held for site retraining
NCT01556347,2016-12-21,Terminated,NA,NA,Lack of efficacy
NCT02550041,2016-12-21,Terminated,NA,NA,Difficulties for inclusions
NCT01411917,2016-12-21,Terminated,NA,NA,Recruitment Difficulties
NCT01288937,2016-12-21,Terminated,NA,NA,Poor recruitment
NCT01918930,2016-12-21,Terminated,NA,NA,Unable to accrue as planned for optional biopsies
NCT01816789,2016-12-22,Terminated,NA,NA,"Optimal response: 63% nomogram, 42% controls, overcoming the stopping rule for interim analysis"
NCT02019979,2016-12-22,Terminated,NA,NA,PI left the institution
NCT02292225,2016-12-22,Terminated,NA,NA,The scope of the program has been reduced to focus resources on studies which can potentially enable the registration of duvelisib.
NCT01476657,2016-12-22,Terminated,NA,NA,The scope of the program has been reduced to focus resources on studies which can potentially enable the registration of duvelisib.
NCT02392273,2016-12-23,Terminated,NA,NA,Study unable to recruit
NCT03005015,2016-12-23,Withdrawn,NA,NA,supporting company (Eisai) withdrew their interest
NCT01991938,2016-12-23,Terminated,NA,NA,Lack of recruitment and the company's decision to de-prioritize 5584 development
NCT01270581,2016-12-23,Terminated,NA,NA,lack of sufficient enrollment
NCT01031537,2016-12-24,Terminated,NA,NA,NA
NCT02685579,2016-12-25,Withdrawn,NA,NA,NA
NCT00090688,2016-12-27,Withdrawn,NA,NA,IND was terminated for being inactive for more than five years
NCT02606006,2016-12-27,Withdrawn,NA,NA,Removing from ClinicalTrials.gov as this is not really a clinical trial.
NCT01832857,2016-12-27,Terminated,NA,NA,NA
NCT01653522,2016-12-27,Withdrawn,NA,NA,No participants enrolled
NCT01520805,2016-12-27,Withdrawn,NA,NA,NA
NCT00621257,2016-12-27,Terminated,NA,NA,Maintenance phase outcome unattenable
NCT02056171,2016-12-27,Terminated,NA,NA,Unable to recruit subjects at our site within the past year.
NCT00287469,2016-12-27,Withdrawn,2019-05-08,Completed,IND was inactivated
NCT02586675,2016-12-27,Suspended,2017-05-16,"Active, not recruiting",Sponsor review
NCT02662140,2016-12-28,Withdrawn,NA,NA,NA
NCT02487316,2016-12-28,Withdrawn,NA,NA,NA
NCT02165995,2016-12-28,Withdrawn,NA,NA,NA
NCT01984255,2016-12-28,Terminated,NA,NA,standard of care improved combination treatment of ipilimumab plus nivolumab.
NCT01925300,2016-12-28,Withdrawn,NA,NA,NA
NCT01905696,2016-12-28,Terminated,NA,NA,Lack of funding
NCT01851603,2016-12-28,Terminated,NA,NA,PI left institution
NCT01696851,2016-12-28,Withdrawn,NA,NA,no more interested in this issue
NCT00805103,2016-12-28,Terminated,NA,NA,NA
NCT00003483,2016-12-28,Terminated,NA,NA,Slow accrual
NCT01697332,2016-12-28,Terminated,NA,NA,Funding ended prior to resolution of all equipment (polarizer) issues.
NCT02782689,2016-12-28,Terminated,NA,NA,difficulties in enrolling patients
NCT02191501,2016-12-28,Suspended,NA,NA,Suspended as we are looking for more durable method/device
NCT00003479,2016-12-28,Terminated,NA,NA,Slow accrual
NCT02771249,2016-12-28,Suspended,2017-07-01,Recruiting,NA
NCT02795884,2016-12-29,Withdrawn,NA,NA,Because of reconsideration of using erlotinib(EGFR Tyrosine kinase inhibitor) as adjuvant aim
NCT01429363,2016-12-29,Terminated,NA,NA,NA
NCT02951845,2016-12-29,Terminated,NA,NA,JNJ-54416076 program has been stopped for strategic business reasons.
NCT02388880,2016-12-29,Terminated,NA,NA,Slower than anticipated enrollment
NCT00001337,2016-12-29,Suspended,2017-02-16,Recruiting,NA
NCT02226744,2016-12-30,Terminated,NA,NA,"No funds to complete study as anticipated, preliminary data used for future grant"
NCT00663910,2016-12-30,Terminated,NA,NA,"Of the 8 histologically proven tumors, detection of PpIX proved to be ambiguous."
NCT01694641,2016-12-30,Terminated,NA,NA,A general TL algorithm with higher predicting power became available in 2015 (Petersen et al.) and speed of recruitment was slower than expected.
NCT02331875,2017-01-02,Terminated,NA,NA,lack of recruitment
NCT01696864,2017-01-02,Withdrawn,NA,NA,NA
NCT03011463,2017-01-02,Suspended,2017-04-07,Completed,NA
NCT02727374,2017-01-02,Suspended,2017-03-29,Recruiting,No funding provided to complete the study.
NCT02853084,2017-01-03,Terminated,NA,NA,difficult of recruiting
NCT02628847,2017-01-03,Terminated,NA,NA,Recruitment was problematic
NCT02169076,2017-01-03,Withdrawn,NA,NA,IRB Approval withdrawn
NCT01708798,2017-01-03,Terminated,NA,NA,Futility
NCT01502605,2017-01-03,Terminated,NA,NA,PI leaving institution
NCT02372227,2017-01-03,Terminated,NA,NA,NA
NCT02206776,2017-01-03,Terminated,NA,NA,poor tolerability and low enrollment rate
NCT02692833,2017-01-03,Suspended,2017-09-18,Completed,Interim analysis of 1st 250 patients being performed in line with ethical approvals
NCT02918396,2017-01-03,Terminated,NA,NA,Due to low enrollment of participants meeting eligibility criteria
NCT02348281,2017-01-03,Terminated,NA,NA,it's too slow to enroll suitable patients into this study
NCT01525329,2017-01-03,Terminated,NA,NA,study drug no longer available in the United States
NCT02369484,2017-01-03,Suspended,2017-12-04,Completed,Interim analysis showed that fewer pts than anticipated profited from trial treatment. No safety concerns led to decision to close accrual.
NCT02572167,2017-01-03,Suspended,2017-01-05,Recruiting,Enrollment is on hold pending a protocol amendment that will allow additional patients to be enrolled and treated to further characterize safety and efficacy.
NCT02213744,2017-01-04,Terminated,NA,NA,Felt not to show benefit over control per DMC and confirmed via futility analysis
NCT01599910,2017-01-04,Withdrawn,NA,NA,Funding not received
NCT01383148,2017-01-04,Terminated,NA,NA,NA
NCT01063452,2017-01-04,Withdrawn,NA,NA,This trial was never initiated due to inability to obtain the device
NCT00760903,2017-01-04,Withdrawn,NA,NA,Study was not started due to PI concentrating on other studies
NCT00224965,2017-01-04,Terminated,NA,NA,NA
NCT02630927,2017-01-04,Terminated,NA,NA,"Agios is no longer developing its second pyruvate kinase-R (PKR) activator, AG-519, and withdrew its investigational new drug (IND) application in December 2016"
NCT02164929,2017-01-04,Terminated,NA,NA,Poor recruitment
NCT02363946,2017-01-04,Terminated,NA,NA,Company decision to terminate the trial
NCT01621243,2017-01-04,Terminated,NA,NA,The study was terminated after a pre-planned futility analyses showed an insufficient level of efficacy in the study population to warrant continuation.
NCT02797522,2017-01-04,Terminated,NA,NA,Company decision to discontinue trial
NCT02245217,2017-01-04,Terminated,2017-11-27,"Active, not recruiting",Slow Accrual
NCT01691261,2017-01-04,Suspended,2018-07-05,"Active, not recruiting",NA
NCT02640469,2017-01-05,Withdrawn,NA,NA,NA
NCT02573038,2017-01-05,Withdrawn,NA,NA,NA
NCT02420080,2017-01-05,Terminated,NA,NA,Study was terminated early due to results from previous CMX study
NCT02386228,2017-01-05,Terminated,NA,NA,NA
NCT02355652,2017-01-05,Withdrawn,NA,NA,an other study will start with new outcome measures
NCT02032511,2017-01-05,Terminated,NA,NA,No appreciable difference noted between methods of delivery
NCT01913197,2017-01-05,Terminated,NA,NA,low enrollment
NCT02017925,2017-01-05,Withdrawn,NA,NA,NA
NCT02350426,2017-01-05,Terminated,NA,NA,NA
NCT02419755,2017-01-05,Terminated,NA,NA,Accrual goals were no longer feasible based on restrictions imposed by the DSMB.
NCT02904746,2017-01-05,Suspended,NA,NA,Unable to successfully recruit participants using current study design.
NCT02104414,2017-01-05,Terminated,NA,NA,low enrollment
NCT01823848,2017-01-05,Suspended,NA,NA,insufficient staff to enroll
NCT02202356,2017-01-05,Suspended,2017-05-31,Recruiting,NA
NCT02482311,2017-01-05,Suspended,2017-01-24,"Active, not recruiting",NA
NCT00928226,2017-01-05,Terminated,2018-03-20,"Active, not recruiting",Accrual was met.
NCT02439970,2017-01-05,Terminated,NA,NA,Study was terminated early due to results from another CMX study
NCT02410174,2017-01-06,Terminated,NA,NA,Poor Accural
NCT01959867,2017-01-06,Withdrawn,NA,NA,NA
NCT01867918,2017-01-06,Terminated,NA,NA,Insuffisient recruitment
NCT01433861,2017-01-06,Terminated,NA,NA,We planed to study later
NCT00948740,2017-01-06,Withdrawn,NA,NA,NA
NCT00907166,2017-01-06,Suspended,NA,NA,NA
NCT02791919,2017-01-06,Withdrawn,NA,NA,Other - Protocol moved to Disapproved
NCT02039778,2017-01-06,Terminated,NA,NA,Poor Accural
NCT02438007,2017-01-06,Terminated,NA,NA,NA
NCT02974374,2017-01-06,Suspended,2017-02-16,Completed,NA
NCT02614131,2017-01-06,Terminated,NA,NA,New data suggests that insufficient target engagement would be achieved for efficacy.
NCT02519439,2017-01-06,Terminated,NA,NA,Ganaxolone missed its primary endpoint in the double-blind portion of the 1042-0603 study. Due to this outcome Marinus discontinued this extension study.
NCT03017560,2017-01-09,Suspended,NA,NA,Principal Investigator Medical Leave
NCT02357823,2017-01-09,Withdrawn,NA,NA,NA
NCT02174107,2017-01-09,Terminated,NA,NA,recruitment issues due to feasability issues in centers
NCT01275690,2017-01-09,Withdrawn,NA,NA,The PI closed this study and went to another institution.
NCT01735396,2017-01-09,Terminated,NA,NA,poor accrual
NCT01968226,2017-01-09,Terminated,NA,NA,Investigator left instititution
NCT03017612,2017-01-09,Terminated,NA,NA,Change of inlay from no bevel to bevel design
NCT02378922,2017-01-09,Suspended,NA,NA,NA
NCT02405442,2017-01-09,Terminated,NA,NA,NA
NCT02605694,2017-01-09,Terminated,NA,NA,Sponsor is focusing on studies which can enable registration of duvelisib
NCT02457910,2017-01-09,Suspended,2017-07-24,Recruiting,NA
NCT02785068,2017-01-10,Withdrawn,NA,NA,NA
NCT02649920,2017-01-10,Terminated,NA,NA,NA
NCT02319200,2017-01-10,Terminated,NA,NA,Decision of investigator
NCT02271178,2017-01-10,Terminated,NA,NA,The study was stopped after interim analysis due to futility.
NCT01977079,2017-01-10,Terminated,NA,NA,NA
NCT00598754,2017-01-10,Withdrawn,NA,NA,Funding issues
NCT00072098,2017-01-10,Terminated,NA,NA,limited funding
NCT03019159,2017-01-10,Withdrawn,NA,NA,Support funding of the regional health authority stopped
NCT01947309,2017-01-10,Terminated,NA,NA,Business Decision
NCT01763437,2017-01-10,Withdrawn,NA,NA,Investigator left the institution
NCT01709396,2017-01-10,Suspended,NA,NA,initial on hold due to space but now permanently suspended due to futility.
NCT00598767,2017-01-10,Terminated,NA,NA,funding issues
NCT00598598,2017-01-10,Terminated,NA,NA,funding issues
NCT00582608,2017-01-10,Terminated,NA,NA,Lack of accrual
NCT02988427,2017-01-10,Withdrawn,NA,NA,NA
NCT02356900,2017-01-10,Terminated,NA,NA,Lack of funding required to enroll target subject number
NCT00853489,2017-01-10,Terminated,NA,NA,Enrollment too slow
NCT02324205,2017-01-10,Terminated,NA,NA,Sponsor met enroll. need for planned second study before meeting enroll. ceiling in protocol
NCT02895516,2017-01-11,Withdrawn,NA,NA,NA
NCT02800083,2017-01-11,Withdrawn,NA,NA,Sponsor decision
NCT02699905,2017-01-11,Withdrawn,NA,NA,"data was received from another source, therefore phlebotomy was not necessary"
NCT02078050,2017-01-11,Terminated,NA,NA,NA
NCT01032148,2017-01-11,Terminated,NA,NA,lack of funding
NCT00834496,2017-01-11,Withdrawn,NA,NA,NA
NCT00438139,2017-01-11,Terminated,NA,NA,NA
NCT02421419,2017-01-11,Terminated,NA,NA,Study closed; recruitment problems
NCT00993928,2017-01-11,Terminated,NA,NA,NA
NCT03020446,2017-01-11,Terminated,NA,NA,Provider of product no longer wished to continue with site.
NCT02337517,2017-01-11,Suspended,2017-08-10,Recruiting,"Met Protocol Defined Stopping Criteria, amending protocol and then will reopen"
NCT02763189,2017-01-11,Terminated,NA,NA,The device did not work well enough in its current form to continue the study.
NCT02862184,2017-01-12,Withdrawn,NA,NA,No support staff
NCT02841358,2017-01-12,Terminated,NA,NA,NA
NCT01817660,2017-01-12,Terminated,NA,NA,Due to unsuccessful trial accrual
NCT01716403,2017-01-12,Terminated,NA,NA,NA
NCT00217035,2017-01-12,Withdrawn,NA,NA,State of Mass. tightened regulations for making intravenous solutions for research subjects. Study was withdrawn and no participants were enrolled.
NCT00216983,2017-01-12,Withdrawn,NA,NA,State of Mass. tightened regulations for making intravenous solutions for research subjects. Study was withdrawn and no participants were enrolled.
NCT00181753,2017-01-12,Withdrawn,NA,NA,State of Mass. tightened regulations for making intravenous solutions for research subjects. Study was withdrawn and no participants were enrolled.
NCT00000577,2017-01-12,Withdrawn,NA,NA,Record is an ACRN grant summary & not reflective of an individual trial. All ACTs conducted by ACRN were individually registered on the PRS.
NCT02473523,2017-01-12,Terminated,NA,NA,The principal investigator left the institution.
NCT02256085,2017-01-12,Withdrawn,NA,NA,NA
NCT01987492,2017-01-12,Terminated,2017-05-19,Completed,"'The study has terminated dosing because of the absence of efficacy in the LAVOLTA studies (NCT01867125, and NCT01868061)'"
NCT02221674,2017-01-12,Terminated,NA,NA,NA
NCT02081391,2017-01-12,Suspended,2018-01-23,Recruiting,Recruitment is closed for subjects aged 6 months and older. Younger subjects are recruited once a respective medication dose has been implemented in the trial.
NCT02437916,2017-01-12,Terminated,NA,NA,Business decision.
NCT01771484,2017-01-13,Terminated,NA,NA,Not enough volunteer recruited before funding could be secured.
NCT01607268,2017-01-13,Terminated,NA,NA,"Could not enroll enough participants, and lost funding."
NCT00972868,2017-01-13,Withdrawn,NA,NA,Inability to enrole subjucts.
NCT00776100,2017-01-13,Terminated,NA,NA,Study was terminated prematurely due to slow accrual.
NCT00490061,2017-01-13,Terminated,NA,NA,Poor accrual.
NCT03023709,2017-01-13,Terminated,NA,NA,Due to the ACIP guidelines halting the use of LAIV
NCT00408772,2017-01-13,Withdrawn,NA,NA,Lack of accrual
NCT02377362,2017-01-13,Suspended,NA,NA,Between Study Parts
NCT02505867,2017-01-13,Terminated,NA,NA,lack of funding
NCT02628769,2017-01-13,Terminated,NA,NA,NA
NCT02194829,2017-01-13,Suspended,2017-08-08,"Active, not recruiting",Temporarily stopped for assessment. Contact ctsucontact@westat.com for specifics
NCT02893917,2017-01-13,Suspended,2017-04-04,Recruiting,Other - Per CTEP Action Letter
NCT02179697,2017-01-14,Withdrawn,NA,NA,NA
NCT02524379,2017-01-14,Suspended,2017-03-23,Recruiting,NA
NCT02385305,2017-01-15,Withdrawn,NA,NA,NA
NCT01946646,2017-01-15,Terminated,NA,NA,slow recruitment
NCT01627925,2017-01-15,Withdrawn,NA,NA,NA
NCT01516697,2017-01-15,Withdrawn,NA,NA,unable to enrollment subjects due to early departure of study personele
NCT01457846,2017-01-16,Terminated,NA,NA,NA
NCT02026362,2017-01-16,Suspended,NA,NA,Interim analysis
NCT02634398,2017-01-16,Withdrawn,NA,NA,Lack of enrollments
NCT02373865,2017-01-16,Terminated,NA,NA,Premature termination due to insufficient patient recruitement..
NCT02335216,2017-01-16,Terminated,NA,NA,NA
NCT01711541,2017-01-16,Suspended,2017-03-03,Recruiting,Temporarily stopped for assessment. Contact ctsucontact@westat.com for specifics
NCT02250469,2017-01-16,Terminated,NA,NA,NA
NCT02317055,2017-01-17,Terminated,NA,NA,enrollment problem
NCT02844530,2017-01-17,Withdrawn,NA,NA,NA
NCT02577094,2017-01-17,Withdrawn,NA,NA,NA
NCT02521246,2017-01-17,Withdrawn,NA,NA,Sponsor decision
NCT02521233,2017-01-17,Withdrawn,NA,NA,Sponsor decision
NCT01374009,2017-01-17,Terminated,NA,NA,Participants were consented but registry was not developed due to low numbers
NCT01194284,2017-01-17,Terminated,NA,NA,Regulatory agency commitment fulfilled.
NCT02965417,2017-01-17,Withdrawn,NA,NA,Symphogen made a business decision to no longer perform the clinical study.
NCT01104311,2017-01-17,Terminated,NA,NA,The enrollment was not done actively even though enrollment period was extended due to poor enrollment.
NCT00003469,2017-01-17,Terminated,NA,NA,Slow accrual
NCT02455297,2017-01-17,Terminated,NA,NA,NA
NCT02326142,2017-01-17,Terminated,NA,NA,Enrolment difficulties.
NCT02365714,2017-01-17,Terminated,NA,NA,Slow accrual
NCT02388776,2017-01-17,Terminated,NA,NA,Subject recruitment unable to be completed due to study feasibility issues.
NCT02602132,2017-01-17,Suspended,NA,NA,Not enough participants. very slow and poor recruitment
NCT02081105,2017-01-17,Terminated,NA,NA,The study stopped because it was difficult to recruit the 130 expected patients
NCT02195791,2017-01-18,Terminated,NA,NA,Diffculty in participant enrollment
NCT02081053,2017-01-18,Terminated,NA,NA,Difficulty Enrolling
NCT01940718,2017-01-18,Withdrawn,NA,NA,Funding could not be secured
