nctid,stop_date,stop_status,restart_date,restart_status,why_stopped
NCT05439642,NA,NA,NA,NA,NA
NCT05439629,NA,NA,NA,NA,NA
NCT05439616,NA,NA,NA,NA,NA
NCT05439603,NA,NA,NA,NA,NA
NCT05439590,NA,NA,NA,NA,NA
NCT05439577,NA,NA,NA,NA,NA
NCT05439551,NA,NA,NA,NA,NA
NCT05439538,NA,NA,NA,NA,NA
NCT05439525,NA,NA,NA,NA,NA
NCT05439512,NA,NA,NA,NA,NA
NCT05439486,NA,NA,NA,NA,NA
NCT05439473,NA,NA,NA,NA,NA
NCT05439460,NA,NA,NA,NA,NA
NCT05439421,NA,NA,NA,NA,NA
NCT05439408,NA,NA,NA,NA,NA
NCT05439395,NA,NA,NA,NA,NA
NCT05439382,NA,NA,NA,NA,NA
NCT05439369,NA,NA,NA,NA,NA
NCT05439356,NA,NA,NA,NA,NA
NCT05439343,NA,NA,NA,NA,NA
NCT05439317,NA,NA,NA,NA,NA
NCT05439304,NA,NA,NA,NA,NA
NCT05439291,NA,NA,NA,NA,NA
NCT05439278,NA,NA,NA,NA,NA
NCT05439265,NA,NA,NA,NA,NA
NCT05439252,NA,NA,NA,NA,NA
NCT05439239,NA,NA,NA,NA,NA
NCT05439226,NA,NA,NA,NA,NA
NCT05439213,NA,NA,NA,NA,NA
NCT05439200,NA,NA,NA,NA,NA
NCT05439187,NA,NA,NA,NA,NA
NCT05439174,NA,NA,NA,NA,NA
NCT05439161,NA,NA,NA,NA,NA
NCT05439122,NA,NA,NA,NA,NA
NCT05439109,NA,NA,NA,NA,NA
NCT05439096,NA,NA,NA,NA,NA
NCT05439070,NA,NA,NA,NA,NA
NCT05439057,NA,NA,NA,NA,NA
NCT05439031,NA,NA,NA,NA,NA
NCT05438992,NA,NA,NA,NA,NA
NCT05438979,NA,NA,NA,NA,NA
NCT05438953,NA,NA,NA,NA,NA
NCT05438940,NA,NA,NA,NA,NA
NCT05438927,NA,NA,NA,NA,NA
NCT05438901,NA,NA,NA,NA,NA
NCT05438888,NA,NA,NA,NA,NA
NCT05438875,NA,NA,NA,NA,NA
NCT05438862,NA,NA,NA,NA,NA
NCT05438849,NA,NA,NA,NA,NA
NCT05438836,NA,NA,NA,NA,NA
NCT05438823,NA,NA,NA,NA,NA
NCT05438797,NA,NA,NA,NA,NA
NCT05438784,NA,NA,NA,NA,NA
NCT05438771,NA,NA,NA,NA,NA
NCT05438758,NA,NA,NA,NA,NA
NCT05438745,NA,NA,NA,NA,NA
NCT05438732,NA,NA,NA,NA,NA
NCT05438719,NA,NA,NA,NA,NA
NCT05438706,NA,NA,NA,NA,NA
NCT05438693,NA,NA,NA,NA,NA
NCT05438680,NA,NA,NA,NA,NA
NCT05438667,NA,NA,NA,NA,NA
NCT05438641,NA,NA,NA,NA,NA
NCT05438615,NA,NA,NA,NA,NA
NCT05438602,NA,NA,NA,NA,NA
NCT05438589,NA,NA,NA,NA,NA
NCT05438576,NA,NA,NA,NA,NA
NCT05438563,NA,NA,NA,NA,NA
NCT05438550,NA,NA,NA,NA,NA
NCT05438537,NA,NA,NA,NA,NA
NCT05438524,NA,NA,NA,NA,NA
NCT05438511,NA,NA,NA,NA,NA
NCT05438498,NA,NA,NA,NA,NA
NCT05438485,NA,NA,NA,NA,NA
NCT05438472,NA,NA,NA,NA,NA
NCT05438459,NA,NA,NA,NA,NA
NCT05438433,NA,NA,NA,NA,NA
NCT05438420,NA,NA,NA,NA,NA
NCT05438407,NA,NA,NA,NA,NA
NCT05438394,NA,NA,NA,NA,NA
NCT05438381,NA,NA,NA,NA,NA
NCT05438368,NA,NA,NA,NA,NA
NCT05438342,NA,NA,NA,NA,NA
NCT05438329,NA,NA,NA,NA,NA
NCT05438316,NA,NA,NA,NA,NA
NCT05438303,NA,NA,NA,NA,NA
NCT05438290,NA,NA,NA,NA,NA
NCT05438264,NA,NA,NA,NA,NA
NCT05438251,NA,NA,NA,NA,NA
NCT05438238,NA,NA,NA,NA,NA
NCT05438212,NA,NA,NA,NA,NA
NCT05438199,NA,NA,NA,NA,NA
NCT05438186,NA,NA,NA,NA,NA
NCT05438121,NA,NA,NA,NA,NA
NCT05438108,NA,NA,NA,NA,NA
NCT05438095,NA,NA,NA,NA,NA
NCT05438082,NA,NA,NA,NA,NA
NCT05438056,NA,NA,NA,NA,NA
NCT05438043,NA,NA,NA,NA,NA
NCT05438017,NA,NA,NA,NA,NA
NCT05438004,NA,NA,NA,NA,NA
NCT05437978,NA,NA,NA,NA,NA
NCT05437965,NA,NA,NA,NA,NA
NCT05437952,NA,NA,NA,NA,NA
NCT05437939,NA,NA,NA,NA,NA
NCT05437926,NA,NA,NA,NA,NA
NCT05437913,NA,NA,NA,NA,NA
NCT05437900,NA,NA,NA,NA,NA
NCT05437887,NA,NA,NA,NA,NA
NCT05437874,NA,NA,NA,NA,NA
NCT05437861,NA,NA,NA,NA,NA
NCT05437848,NA,NA,NA,NA,NA
NCT05437835,NA,NA,NA,NA,NA
NCT05437809,NA,NA,NA,NA,NA
NCT05437796,NA,NA,NA,NA,NA
NCT05437783,NA,NA,NA,NA,NA
NCT05437770,NA,NA,NA,NA,NA
NCT05437757,NA,NA,NA,NA,NA
NCT05437744,NA,NA,NA,NA,NA
NCT05437731,NA,NA,NA,NA,NA
NCT05437718,NA,NA,NA,NA,NA
NCT05437705,NA,NA,NA,NA,NA
NCT05437692,NA,NA,NA,NA,NA
NCT05437679,NA,NA,NA,NA,NA
NCT05437666,NA,NA,NA,NA,NA
NCT05437653,NA,NA,NA,NA,NA
NCT05437640,NA,NA,NA,NA,NA
NCT05437627,NA,NA,NA,NA,NA
NCT05437614,NA,NA,NA,NA,NA
NCT05437588,NA,NA,NA,NA,NA
NCT05437575,NA,NA,NA,NA,NA
NCT05437562,NA,NA,NA,NA,NA
NCT05437549,NA,NA,NA,NA,NA
NCT05437536,NA,NA,NA,NA,NA
NCT05437523,NA,NA,NA,NA,NA
NCT05437510,NA,NA,NA,NA,NA
NCT05437497,NA,NA,NA,NA,NA
NCT05437484,NA,NA,NA,NA,NA
NCT05437471,NA,NA,NA,NA,NA
NCT05437458,NA,NA,NA,NA,NA
NCT05437432,NA,NA,NA,NA,NA
NCT05437419,NA,NA,NA,NA,NA
NCT05437393,NA,NA,NA,NA,NA
NCT05437380,NA,NA,NA,NA,NA
NCT05437367,NA,NA,NA,NA,NA
NCT05437341,NA,NA,NA,NA,NA
NCT05437328,NA,NA,NA,NA,NA
NCT05437315,NA,NA,NA,NA,NA
NCT05437302,NA,NA,NA,NA,NA
NCT05437289,NA,NA,NA,NA,NA
NCT05437276,NA,NA,NA,NA,NA
NCT05437263,NA,NA,NA,NA,NA
NCT05437250,NA,NA,NA,NA,NA
NCT05437237,NA,NA,NA,NA,NA
NCT05437224,NA,NA,NA,NA,NA
NCT05437211,NA,NA,NA,NA,NA
NCT05437198,NA,NA,NA,NA,NA
NCT05437185,NA,NA,NA,NA,NA
NCT05437172,NA,NA,NA,NA,NA
NCT05437159,NA,NA,NA,NA,NA
NCT05437146,NA,NA,NA,NA,NA
NCT05437133,NA,NA,NA,NA,NA
NCT05437120,NA,NA,NA,NA,NA
NCT05437107,NA,NA,NA,NA,NA
NCT05437081,NA,NA,NA,NA,NA
NCT05437068,NA,NA,NA,NA,NA
NCT05437055,NA,NA,NA,NA,NA
NCT05437016,NA,NA,NA,NA,NA
NCT05437003,NA,NA,NA,NA,NA
NCT05436990,NA,NA,NA,NA,NA
NCT05436977,NA,NA,NA,NA,NA
NCT05436964,NA,NA,NA,NA,NA
NCT05436951,NA,NA,NA,NA,NA
NCT05436938,NA,NA,NA,NA,NA
NCT05436925,NA,NA,NA,NA,NA
NCT05436912,NA,NA,NA,NA,NA
NCT05436899,NA,NA,NA,NA,NA
NCT05436860,NA,NA,NA,NA,NA
NCT05436847,NA,NA,NA,NA,NA
NCT05436834,NA,NA,NA,NA,NA
NCT05436821,NA,NA,NA,NA,NA
NCT05436808,NA,NA,NA,NA,NA
NCT05436782,NA,NA,NA,NA,NA
NCT05436756,NA,NA,NA,NA,NA
NCT05436743,NA,NA,NA,NA,NA
NCT05436730,NA,NA,NA,NA,NA
NCT05436717,NA,NA,NA,NA,NA
NCT05436704,NA,NA,NA,NA,NA
NCT05436691,NA,NA,NA,NA,NA
NCT05436678,NA,NA,NA,NA,NA
NCT05436652,NA,NA,NA,NA,NA
NCT05436639,NA,NA,NA,NA,NA
NCT05436626,NA,NA,NA,NA,NA
NCT05436613,NA,NA,NA,NA,NA
NCT05436600,NA,NA,NA,NA,NA
NCT05436587,NA,NA,NA,NA,NA
NCT05436574,NA,NA,NA,NA,NA
NCT05436561,NA,NA,NA,NA,NA
NCT05436548,NA,NA,NA,NA,NA
NCT05436535,NA,NA,NA,NA,NA
NCT05436522,NA,NA,NA,NA,NA
NCT05436509,NA,NA,NA,NA,NA
NCT05436496,NA,NA,NA,NA,NA
NCT05436483,NA,NA,NA,NA,NA
NCT05436470,NA,NA,NA,NA,NA
NCT05436457,NA,NA,NA,NA,NA
NCT05436405,NA,NA,NA,NA,NA
NCT05436392,NA,NA,NA,NA,NA
NCT05436366,NA,NA,NA,NA,NA
NCT05436353,NA,NA,NA,NA,NA
NCT05436327,NA,NA,NA,NA,NA
NCT05436314,NA,NA,NA,NA,NA
NCT05436301,NA,NA,NA,NA,NA
NCT05436262,NA,NA,NA,NA,NA
NCT05436249,NA,NA,NA,NA,NA
NCT05436236,NA,NA,NA,NA,NA
NCT05436210,NA,NA,NA,NA,NA
NCT05436197,NA,NA,NA,NA,NA
NCT05436184,NA,NA,NA,NA,NA
NCT05436171,NA,NA,NA,NA,NA
NCT05436158,NA,NA,NA,NA,NA
NCT05436145,NA,NA,NA,NA,NA
NCT05436132,NA,NA,NA,NA,NA
NCT05436119,NA,NA,NA,NA,NA
NCT05436106,NA,NA,NA,NA,NA
NCT05436093,NA,NA,NA,NA,NA
NCT05436080,NA,NA,NA,NA,NA
NCT05436067,NA,NA,NA,NA,NA
NCT05436054,NA,NA,NA,NA,NA
NCT05436041,NA,NA,NA,NA,NA
NCT05436028,NA,NA,NA,NA,NA
NCT05436015,NA,NA,NA,NA,NA
NCT05436002,NA,NA,NA,NA,NA
NCT05435989,NA,NA,NA,NA,NA
NCT05435976,NA,NA,NA,NA,NA
NCT05435963,NA,NA,NA,NA,NA
NCT05435950,NA,NA,NA,NA,NA
NCT05435937,NA,NA,NA,NA,NA
NCT05435924,NA,NA,NA,NA,NA
NCT05435911,NA,NA,NA,NA,NA
NCT05435898,NA,NA,NA,NA,NA
NCT05435872,NA,NA,NA,NA,NA
NCT05435859,NA,NA,NA,NA,NA
NCT05435846,NA,NA,NA,NA,NA
NCT05435833,NA,NA,NA,NA,NA
NCT05435807,NA,NA,NA,NA,NA
NCT05435794,NA,NA,NA,NA,NA
NCT05435781,NA,NA,NA,NA,NA
NCT05435768,NA,NA,NA,NA,NA
NCT05435755,NA,NA,NA,NA,NA
NCT05435742,NA,NA,NA,NA,NA
NCT05435729,NA,NA,NA,NA,NA
NCT05435716,NA,NA,NA,NA,NA
NCT05435703,NA,NA,NA,NA,NA
NCT05435690,NA,NA,NA,NA,NA
NCT05435677,NA,NA,NA,NA,NA
NCT05435651,NA,NA,NA,NA,NA
NCT05435638,NA,NA,NA,NA,NA
NCT05435625,NA,NA,NA,NA,NA
NCT05435612,NA,NA,NA,NA,NA
NCT05435599,NA,NA,NA,NA,NA
NCT05435586,NA,NA,NA,NA,NA
NCT05435573,NA,NA,NA,NA,NA
NCT05435560,NA,NA,NA,NA,NA
NCT05435547,NA,NA,NA,NA,NA
NCT05435534,NA,NA,NA,NA,NA
NCT05435521,NA,NA,NA,NA,NA
NCT05435495,NA,NA,NA,NA,NA
NCT05435482,NA,NA,NA,NA,NA
NCT05435469,NA,NA,NA,NA,NA
NCT05435456,NA,NA,NA,NA,NA
NCT05435430,NA,NA,NA,NA,NA
NCT05435417,NA,NA,NA,NA,NA
NCT05435404,NA,NA,NA,NA,NA
NCT05435391,NA,NA,NA,NA,NA
NCT05435378,NA,NA,NA,NA,NA
NCT05435365,NA,NA,NA,NA,NA
NCT05435352,NA,NA,NA,NA,NA
NCT05435339,NA,NA,NA,NA,NA
NCT05435326,NA,NA,NA,NA,NA
NCT05435313,NA,NA,NA,NA,NA
NCT05435300,NA,NA,NA,NA,NA
NCT05435287,NA,NA,NA,NA,NA
NCT05435274,NA,NA,NA,NA,NA
NCT05435261,NA,NA,NA,NA,NA
NCT05435248,NA,NA,NA,NA,NA
NCT05435235,NA,NA,NA,NA,NA
NCT05435222,NA,NA,NA,NA,NA
NCT05435209,NA,NA,NA,NA,NA
NCT05435196,NA,NA,NA,NA,NA
NCT05435183,NA,NA,NA,NA,NA
NCT05435170,NA,NA,NA,NA,NA
NCT05435157,NA,NA,NA,NA,NA
NCT05435144,NA,NA,NA,NA,NA
NCT05435131,NA,NA,NA,NA,NA
NCT05435118,NA,NA,NA,NA,NA
NCT05435105,NA,NA,NA,NA,NA
NCT05435092,NA,NA,NA,NA,NA
NCT05435079,NA,NA,NA,NA,NA
NCT05435066,NA,NA,NA,NA,NA
NCT05435053,NA,NA,NA,NA,NA
NCT05435040,NA,NA,NA,NA,NA
NCT05435027,NA,NA,NA,NA,NA
NCT05435014,NA,NA,NA,NA,NA
NCT05435001,NA,NA,NA,NA,NA
NCT05434988,NA,NA,NA,NA,NA
NCT05434975,NA,NA,NA,NA,NA
NCT05434962,NA,NA,NA,NA,NA
NCT05434949,NA,NA,NA,NA,NA
NCT05434936,2022-06-22,Suspended,NA,NA,Temporary protocol lapse
NCT05434923,NA,NA,NA,NA,NA
NCT05434910,NA,NA,NA,NA,NA
NCT05434884,NA,NA,NA,NA,NA
NCT05434871,NA,NA,NA,NA,NA
NCT05434858,NA,NA,NA,NA,NA
NCT05434845,NA,NA,NA,NA,NA
NCT05434832,NA,NA,NA,NA,NA
NCT05434819,NA,NA,NA,NA,NA
NCT05434806,NA,NA,NA,NA,NA
NCT05434793,NA,NA,NA,NA,NA
NCT05434780,NA,NA,NA,NA,NA
NCT05434767,NA,NA,NA,NA,NA
NCT05434754,NA,NA,NA,NA,NA
NCT05434741,NA,NA,NA,NA,NA
NCT05434728,NA,NA,NA,NA,NA
NCT05434715,NA,NA,NA,NA,NA
NCT05434702,NA,NA,NA,NA,NA
NCT05434689,NA,NA,NA,NA,NA
NCT05434676,NA,NA,NA,NA,NA
NCT05434663,NA,NA,NA,NA,NA
NCT05434650,NA,NA,NA,NA,NA
NCT05434637,NA,NA,NA,NA,NA
NCT05434624,NA,NA,NA,NA,NA
NCT05434611,NA,NA,NA,NA,NA
NCT05434598,NA,NA,NA,NA,NA
NCT05434585,NA,NA,NA,NA,NA
NCT05434572,NA,NA,NA,NA,NA
NCT05434559,NA,NA,NA,NA,NA
NCT05434546,NA,NA,NA,NA,NA
NCT05434520,NA,NA,NA,NA,NA
NCT05434507,NA,NA,NA,NA,NA
NCT05434494,NA,NA,NA,NA,NA
NCT05434481,NA,NA,NA,NA,NA
NCT05434468,NA,NA,NA,NA,NA
NCT05434455,NA,NA,NA,NA,NA
NCT05434442,NA,NA,NA,NA,NA
NCT05434429,NA,NA,NA,NA,NA
NCT05434416,NA,NA,NA,NA,NA
NCT05434403,NA,NA,NA,NA,NA
NCT05434390,NA,NA,NA,NA,NA
NCT05434377,NA,NA,NA,NA,NA
NCT05434364,NA,NA,NA,NA,NA
NCT05434351,NA,NA,NA,NA,NA
NCT05434325,NA,NA,NA,NA,NA
NCT05434312,NA,NA,NA,NA,NA
NCT05434299,NA,NA,NA,NA,NA
NCT05434286,NA,NA,NA,NA,NA
NCT05434273,NA,NA,NA,NA,NA
NCT05434260,NA,NA,NA,NA,NA
NCT05434247,NA,NA,NA,NA,NA
NCT05434234,NA,NA,NA,NA,NA
NCT05434221,NA,NA,NA,NA,NA
NCT05434208,NA,NA,NA,NA,NA
NCT05434195,NA,NA,NA,NA,NA
NCT05434182,NA,NA,NA,NA,NA
NCT05434169,NA,NA,NA,NA,NA
NCT05434156,NA,NA,NA,NA,NA
NCT05434143,NA,NA,NA,NA,NA
NCT05434130,NA,NA,NA,NA,NA
NCT05434104,NA,NA,NA,NA,NA
NCT05434091,NA,NA,NA,NA,NA
NCT05434078,NA,NA,NA,NA,NA
NCT05434052,NA,NA,NA,NA,NA
NCT05434039,NA,NA,NA,NA,NA
NCT05434026,NA,NA,NA,NA,NA
NCT05434000,NA,NA,NA,NA,NA
NCT05433987,NA,NA,NA,NA,NA
NCT05433974,NA,NA,NA,NA,NA
NCT05433948,NA,NA,NA,NA,NA
NCT05433935,NA,NA,NA,NA,NA
NCT05433922,NA,NA,NA,NA,NA
NCT05433909,NA,NA,NA,NA,NA
NCT05433896,NA,NA,NA,NA,NA
NCT05433883,NA,NA,NA,NA,NA
NCT05433870,NA,NA,NA,NA,NA
NCT05433857,NA,NA,NA,NA,NA
NCT05433844,NA,NA,NA,NA,NA
NCT05433831,NA,NA,NA,NA,NA
NCT05433818,NA,NA,NA,NA,NA
NCT05433805,NA,NA,NA,NA,NA
NCT05433792,NA,NA,NA,NA,NA
NCT05433779,NA,NA,NA,NA,NA
NCT05433766,NA,NA,NA,NA,NA
NCT05433753,NA,NA,NA,NA,NA
NCT05433740,NA,NA,NA,NA,NA
NCT05433727,NA,NA,NA,NA,NA
NCT05433701,NA,NA,NA,NA,NA
NCT05433688,NA,NA,NA,NA,NA
NCT05433675,NA,NA,NA,NA,NA
NCT05433662,NA,NA,NA,NA,NA
NCT05433649,NA,NA,NA,NA,NA
NCT05433636,NA,NA,NA,NA,NA
NCT05433623,NA,NA,NA,NA,NA
NCT05433610,NA,NA,NA,NA,NA
NCT05433597,NA,NA,NA,NA,NA
NCT05433584,NA,NA,NA,NA,NA
NCT05433571,NA,NA,NA,NA,NA
NCT05433558,NA,NA,NA,NA,NA
NCT05433545,NA,NA,NA,NA,NA
NCT05433532,NA,NA,NA,NA,NA
NCT05433519,NA,NA,NA,NA,NA
NCT05433506,NA,NA,NA,NA,NA
NCT05433493,NA,NA,NA,NA,NA
NCT05433480,NA,NA,NA,NA,NA
NCT05433467,NA,NA,NA,NA,NA
NCT05433454,NA,NA,NA,NA,NA
NCT05433441,NA,NA,NA,NA,NA
NCT05433428,NA,NA,NA,NA,NA
NCT05433415,NA,NA,NA,NA,NA
NCT05433402,NA,NA,NA,NA,NA
NCT05433376,NA,NA,NA,NA,NA
NCT05433363,NA,NA,NA,NA,NA
NCT05433337,NA,NA,NA,NA,NA
NCT05433324,NA,NA,NA,NA,NA
NCT05433311,NA,NA,NA,NA,NA
NCT05433298,NA,NA,NA,NA,NA
NCT05433285,NA,NA,NA,NA,NA
NCT05433272,NA,NA,NA,NA,NA
NCT05433259,NA,NA,NA,NA,NA
NCT05433246,NA,NA,NA,NA,NA
NCT05433233,NA,NA,NA,NA,NA
NCT05433220,NA,NA,NA,NA,NA
NCT05433207,NA,NA,NA,NA,NA
NCT05433194,NA,NA,NA,NA,NA
NCT05433181,NA,NA,NA,NA,NA
NCT05433168,NA,NA,NA,NA,NA
NCT05433155,NA,NA,NA,NA,NA
NCT05433142,NA,NA,NA,NA,NA
NCT05433129,NA,NA,NA,NA,NA
NCT05433116,NA,NA,NA,NA,NA
NCT05433103,NA,NA,NA,NA,NA
NCT05433090,NA,NA,NA,NA,NA
NCT05433064,NA,NA,NA,NA,NA
NCT05433051,NA,NA,NA,NA,NA
NCT05433038,NA,NA,NA,NA,NA
NCT05433025,NA,NA,NA,NA,NA
NCT05433012,NA,NA,NA,NA,NA
NCT05432999,NA,NA,NA,NA,NA
NCT05432986,NA,NA,NA,NA,NA
NCT05432973,NA,NA,NA,NA,NA
NCT05432960,NA,NA,NA,NA,NA
NCT05432947,NA,NA,NA,NA,NA
NCT05432934,NA,NA,NA,NA,NA
NCT05432921,NA,NA,NA,NA,NA
NCT05432908,NA,NA,NA,NA,NA
NCT05432895,NA,NA,NA,NA,NA
NCT05432882,NA,NA,NA,NA,NA
NCT05432869,NA,NA,NA,NA,NA
NCT05432856,NA,NA,NA,NA,NA
NCT05432830,NA,NA,NA,NA,NA
NCT05432817,NA,NA,NA,NA,NA
NCT05432804,NA,NA,NA,NA,NA
NCT05432778,NA,NA,NA,NA,NA
NCT05432765,NA,NA,NA,NA,NA
NCT05432752,NA,NA,NA,NA,NA
NCT05432739,NA,NA,NA,NA,NA
NCT05432726,NA,NA,NA,NA,NA
NCT05432713,NA,NA,NA,NA,NA
NCT05432700,NA,NA,NA,NA,NA
NCT05432687,NA,NA,NA,NA,NA
NCT05432661,NA,NA,NA,NA,NA
NCT05432648,NA,NA,NA,NA,NA
NCT05432635,NA,NA,NA,NA,NA
