nctid,why_stopped,covid19_explicit,restart_expected
NCT00581282,Nonapplicable clinical trial,FALSE,NA
NCT04584710,Insufficient accrual rate,FALSE,NA
NCT02620761,Inability to recruit patients,FALSE,NA
NCT04795596,Poor accrual,FALSE,NA
NCT03738423,Lack of efficacy,FALSE,NA
NCT03301350,Toxicity,FALSE,NA
NCT02844647,Lack of participants,FALSE,NA
NCT03527264,Slow enrollment,FALSE,NA
NCT02325349,Change in protocol strategy,FALSE,NA
NCT04305353,study on hiatus,FALSE,NA
NCT03201952,Difficulty in participant recruitment,FALSE,NA
NCT03540108,Due the CONVID19 we are currently stop our research and wait to hear what will happen in 4 months.,TRUE,TRUE
NCT03254927,Sponsor decision based on emerging risk-benefit profile,FALSE,NA
NCT01234480,Decided not to pursue commercialization of the product,FALSE,NA
NCT03641326,Poor accrual,FALSE,NA
NCT03728699,IRB provided RNI,FALSE,NA
NCT04808934,"Withdrawn due to COVID19 pandemic. Several delays affected this study, therefore company decided to not conduct the study. It was cancelled prior to any enrollment.",TRUE,FALSE
NCT03858283,"Due to the COVID pandemic, the lockdown in Spain began on 14 March 2020 and after two years we continue with contagion prevention measures that have not made it possible to implement face-to-face mindfulness courses or to evaluate participants.",TRUE,FALSE
NCT03784794,significat difference between groups were found with half of the study sample and decided to stop early,FALSE,NA
NCT02784431,To obtain clinical data in EU for CE Mark,FALSE,NA
NCT04592991,"We were only able to enroll 1 subject so we had no way to compare a control or other study groups and develop any kind of results. This study is essentially the same study as NCT04586452, which we would like to place focus and effort on that study.",FALSE,NA
NCT03364686,Due to enrollment challenges related to COVID and lack of coordinator support,TRUE,FALSE
NCT03960554,Study lost funding,FALSE,NA
NCT03149549,Covid Pandemic; Business Decision to separate Phase 2 to new study,TRUE,FALSE
NCT03903640,The study was terminated early on 03/09/2022 due to low accrual during the COVID-19 pandemic.,TRUE,FALSE
NCT05024825,recruitment target not met.,FALSE,NA
NCT05022394,No participants Enrolled,FALSE,NA
NCT05017961,Unfortunately this study didn't receive funding.,FALSE,NA
NCT05016934,At collaborator's request,FALSE,NA
NCT04864977,Study was stopped prior to study start date due to business decision.,FALSE,NA
NCT04784338,The investigators decided not to implement the research but instead to conduct a quality improvement project to focus on the practice of shared medical appointments (SMAs) and how to optimize them for clinical practice.,FALSE,NA
NCT04680416,Lack of patient samples,FALSE,NA
NCT04532723,Company lost funding,FALSE,NA
NCT04482842,No participants enrolled,FALSE,NA
NCT04475601,"By sponsor, based on DSMB recommendations",FALSE,NA
NCT04399733,Vaccine rollouts in UK,FALSE,NA
NCT04395950,Poor enrollment,FALSE,NA
NCT04366271,Lack of funding,FALSE,NA
NCT04179617,Enrollment was never initiated; COVID prevented participant enrollment,TRUE,FALSE
NCT03872505,lack of funding,FALSE,NA
NCT03860324,Cancelled,FALSE,NA
NCT03850470,PI left the institution,FALSE,NA
NCT03725267,"Due to COVID 19 pandemic social isolation measures, we had to stop recruting hospitalized patients.",TRUE,FALSE
NCT03696342,Sponsor's convenience,FALSE,NA
NCT03605069,Low enrollment,FALSE,NA
NCT03602716,"Study was recruited slowly due to the imapct of some uncontrollable factors, such as COVID19.",TRUE,FALSE
NCT03531320,"The Sponsor is considering revising the protocol design of the Part II study, so it has decided not to continue the Part II of the study at this stage.",FALSE,NA
NCT03528512,Staffing for study was eliminated,FALSE,NA
NCT03471286,Deprioritization of drug in this patient population,FALSE,NA
NCT03431415,Accrual issues,FALSE,NA
NCT03387332,The company adjusts strategy.,FALSE,NA
NCT03302481,no ethic committee autorization,FALSE,NA
NCT03238248,Pause for a pending amendment,FALSE,NA
NCT03194750,Change in available personnel,FALSE,NA
NCT03181737,low adherence rate; need to revise online interventions,FALSE,NA
NCT02952287,Logistically recruitment was not applicable after trial of a few patients,FALSE,NA
NCT02890732,NA,FALSE,NA
NCT02847910,NA,FALSE,NA
NCT02757157,Hydrotherapy pool has closed.,FALSE,NA
NCT02678026,no enrollment,FALSE,NA
NCT02649673,Clinical program was discontinued by Novartis,FALSE,NA
NCT02459613,NA,FALSE,NA
NCT02284737,Lack of subjects.,FALSE,NA
NCT01873833,Insufficient accrual,FALSE,NA
NCT01802255,Lack of recruitment in the Centres,FALSE,NA
NCT01742338,The study has been suspended to address research staffing and the feasibility of continued recruitment,FALSE,NA
NCT01530074,we have not succeeded in recruiting patients,FALSE,NA
NCT05032625,low accrual rate,FALSE,NA
NCT04858906,Due to financial issues,FALSE,NA
NCT04855565,Inability to recruit due to COVID-19 pandemic restrictions,TRUE,FALSE
NCT04833959,Business Decision,FALSE,NA
NCT04797975,The sponsor decided to withdraw this study,FALSE,NA
NCT04582071,"After further review and discussion, the scope of the study is being changed to better suit the patient population. No subjects were enrolled in the study.",FALSE,NA
NCT04572867,"Due to low enrollment, COVID-19 pandemic causing suspension of most outpatient elective procedures, and no protected research time, Dr. Gelzer Bell is unable to continue this study.",TRUE,FALSE
NCT04529603,The previous studies did not show convincing results of this technology.,FALSE,NA
NCT04471350,Indication withdrawn,FALSE,NA
NCT04437407,Participant dropout and technical difficulties,FALSE,NA
NCT04435717,Futility,FALSE,NA
NCT04321577,"At the beginning of the study, the collaboration of several Spanish liver surgery groups was planned. However, neither group has included a valid record. Likewise, the number of patients studied in our center has been extremely low.",FALSE,NA
NCT04289857,COVID-19 Lockdown,TRUE,FALSE
NCT04289844,COVID-19 Lockdown,TRUE,FALSE
NCT04286074,COVID-19 Lockdown,TRUE,FALSE
NCT04286061,COVID-19 Lockdown,TRUE,FALSE
NCT04285632,COVID-19 Lockdown,TRUE,FALSE
NCT04284033,Change of sponsor and trial design,FALSE,NA
NCT04266613,Sponsor Decision,FALSE,NA
NCT04242641,Due to Covid pandemic,TRUE,FALSE
NCT04128891,Funding not approved,FALSE,NA
NCT04110015,New heightened internet security at HHC and VVF device no longer compliant with intranet and internet access at hospital,FALSE,NA
NCT04075604,Adverse change in the risk/benefit,FALSE,NA
NCT04066595,Recruitment problems,FALSE,NA
NCT04056000,ethical and governance issues not resolved,FALSE,NA
NCT04048863,This study was terminated due to recruitment futility resulting from the significant impact of the COVID-19 pandemic to our intended study population and facility personnel.,TRUE,FALSE
NCT03971825,Did not meet progression criteria,FALSE,NA
NCT03971357,variance of outcome measures was substantially greater than anticipated in the statistical plan,FALSE,NA
NCT03964155,Logistical issues,FALSE,NA
NCT03956472,End of european funding,FALSE,NA
NCT03873168,Indication withdrawn,FALSE,NA
NCT03843307,"Due to difficulties with enrollment which were complicated by pauses to clinical research from COVID, The University of Texas Southwestern has decided not to pursue the continuation of this study.",TRUE,FALSE
NCT03822715,Low accrual,FALSE,NA
NCT03795012,Slow recruitment rate,FALSE,NA
NCT03696836,Halted prematurely,FALSE,NA
NCT03500562,Insufficient Enrollment,FALSE,NA
NCT03377309,Study halted due to adverse events,FALSE,NA
NCT03342287,NA,FALSE,NA
NCT03154684,Insufficient Recruitment,FALSE,NA
NCT03060499,Luck of interest,FALSE,NA
NCT02945280,COVID-19 resource allocation,TRUE,FALSE
NCT02911961,Due to lack of enrollment and organizational desire to focus recruitment efforts on other studies.,FALSE,NA
NCT02687230,Sponsor decision,FALSE,NA
NCT02496364,Dismissal from the institution,FALSE,NA
NCT02399462,Funding terminated prematurely,FALSE,NA
NCT00911339,prematurely interrupted because of difficulty in enrolment of patients.,FALSE,NA
NCT00846118,NA,FALSE,NA
NCT05038384,Accrual Limit,FALSE,NA
NCT05037019,Surgery wait times during the COVID-19 pandemic were eventually reduced to pre-pandemic wait times. This study became irrelevant.,FALSE,NA
NCT05036837,DUE TO PANDEMIC CONDITIONS,TRUE,FALSE
NCT05011032,Ethical approval was not done. Hence the funding was withhold.,FALSE,NA
NCT04954014,"Lack of financing, lack of COVID19 patients in the ICU.",TRUE,FALSE
NCT04950751,sponsor decided to withdrawn the study as development strategy has changed,FALSE,NA
NCT04917640,A revised study has been listed here for us.,FALSE,NA
NCT04811573,due to company decision,FALSE,NA
NCT04725097,Interim analysis indicated adaptions may be required.,FALSE,NA
NCT04575584,Business reasons,FALSE,NA
NCT04557384,Study terminated due to a business decision,FALSE,NA
NCT04541550,Study didn't proceed to FDA submission,FALSE,NA
NCT04469881,Lost research staff - unable to enroll until new research staff is hired.,FALSE,NA
NCT04452786,Lack of participants,FALSE,NA
NCT04444466,internal company decision; not safety related,FALSE,NA
NCT04423848,the hospital at home program unable to take on patients with COVID,TRUE,FALSE
NCT04411316,Zero Patients met criteria,FALSE,NA
NCT04322682,"Due to several considerations (logistical, human and budgetary), the study was stopped early.",FALSE,NA
NCT04308395,"Study was terminated early due to low blinded event rate and this study termination is not related to safety of the drug Patidegib Topical Gel, 2%.",FALSE,NA
NCT04306068,COVID-19 coronavirus pandemic,TRUE,FALSE
NCT04294823,Administrative delays were too long,FALSE,NA
NCT04290065,COVID-19 Lockdown,TRUE,FALSE
NCT04289584,COVID-19 Lockdown,TRUE,FALSE
NCT04286048,COVID-19 Lockdown,TRUE,FALSE
NCT04285645,COVID-19 Lockdown,TRUE,FALSE
NCT04285619,COVID-19 Lockdown,TRUE,FALSE
NCT04285593,COVID-19 Lockdown,TRUE,FALSE
NCT04272203,Strategic considerations,FALSE,NA
NCT04233450,low recruitment rate,FALSE,NA
NCT04191278,COVID prevented study initiation,TRUE,FALSE
NCT04160559,There are no suitable participants,FALSE,NA
NCT04150094,Due to the covid pandemic.,TRUE,FALSE
NCT04111445,Study discontinued due to business decision.,FALSE,NA
NCT04082858,Inadequate recruitment due to COVID-19,TRUE,FALSE
NCT04081727,"After the second surgery, enrollment was stopped for reasons unrelated to the study design or test article.",FALSE,NA
NCT03913533,No funding obtained,FALSE,NA
NCT03892889,Study has stopped for having met the primary endpoint.,FALSE,NA
NCT03866317,Difficulty recruiting participants,FALSE,NA
NCT03817827,The trial was delayed and patient recruitment was deemed high-risk during the Covid-19 pandemic,TRUE,FALSE
NCT03806231,Sponsor declined to provide further funding/product support.,FALSE,NA
NCT03731078,Study as designed did not prove feasible with the challenges faced amidst the COVID-19 pandemic,TRUE,FALSE
NCT03681600,COVID 19,TRUE,FALSE
NCT03679845,Difficulty in recruiting patients,FALSE,NA
NCT03633539,No research funds were raised,FALSE,NA
NCT03608618,Sponsor shift in focus,FALSE,NA
NCT03563040,Lack of feasibility,FALSE,NA
NCT03534505,cannot enroll patient,FALSE,NA
NCT03500341,The data from the study showed good trending of Delta ORi and Delta PaO2. The study was stopped before full enrollment as a newer version of ORi was developed.,FALSE,NA
NCT03442400,Poor enrollment,FALSE,NA
NCT03434223,Research has been discontinued - there will be no further data collection or analysis,FALSE,NA
NCT03356496,"Delays due to COVID, standard of care has changed, eliminating the need for the study",TRUE,FALSE
NCT03316118,Low Enrollment,FALSE,NA
NCT03280277,low accrual,FALSE,NA
NCT03244969,Study was registered in another clinicaltrials.gov entry,FALSE,NA
NCT03202264,Difficulty with recruitment and staff retention.,FALSE,NA
NCT03090412,low accrual,FALSE,NA
NCT03066453,new treatment that changes the management of the disease,FALSE,NA
NCT02984683,Study discontinued considering the limited clinical benefit combined with a higher than expected rate of known non-serious ophthalmological event.,FALSE,NA
NCT02959554,NA,FALSE,NA
NCT02863588,recruitment difficulty,FALSE,NA
NCT02573961,This was a topic for a thesis project where the topic was changed,FALSE,NA
NCT02482714,recruitment difficulty,FALSE,NA
NCT02395393,This study is planned for later,FALSE,NA
NCT02361346,Sponsor decision following clinical hold,FALSE,NA
NCT02334644,drug expired,FALSE,NA
NCT02048033,"Following the occurrence of four serious adverse events in the APOLLO group and after discussion with the investigator, we consider that this minimally invasive protocol causes an increased risk of morbidity and mortality.",FALSE,NA
NCT01834326,The funding period for the study ended. The study did not reach full enrollment.,FALSE,NA
NCT01639664,"The interim analysis requested by the EDSMC shows higher mortality for the CPFA group compared to the controls, particularly in the first days of treatment.",FALSE,NA
NCT01573169,The trial has been terminated prematurely after the randomization of 73 patients due to a lack of funding.,FALSE,NA
NCT01045382,recruitment too slow,FALSE,NA
NCT00763594,Too slow recruiting of patients/therapists to the study,FALSE,NA
NCT05030532,In-person intervention activities halted in March 2020 due to COVID-19; follow-up data collection of active participants completed online in June 2020.,TRUE,FALSE
NCT04909892,Replaced by a different protocol.,FALSE,NA
NCT04887350,Staffing shortages,FALSE,NA
NCT04868435,"Reached initial target number of participants, initial data being assessed, may resume",FALSE,NA
NCT04846309,pending amendment,FALSE,NA
NCT04781218,Study did not start,FALSE,NA
NCT04757831,Study did not begin,FALSE,NA
NCT04745663,Not the expected 2/3 but only 1/3 of conjunctiva samples got bacterial growth. Lack of resources to keep the study going with more participants and over a considerably longer time than anticipated.,FALSE,NA
NCT04743076,Withdrawal of funding,FALSE,NA
NCT04728698,Replaced by a different protocol.,FALSE,NA
NCT04667182,Study was withdrawn prior to enrolment due to business decision.,FALSE,NA
NCT04662528,suspended,FALSE,NA
NCT04642612,Study not properly designed for outcome measure,FALSE,NA
NCT04556721,Difficulty and lack of recruitment of the patients,FALSE,NA
NCT04549285,No accrual,FALSE,NA
NCT04538105,Study cancelled,FALSE,NA
NCT04532879,decided not to do the study due to Covid staffing restrictions,TRUE,FALSE
NCT04446637,administrative decision,FALSE,NA
NCT04403568,"No subjects were enrolled in this study, the PI will seek funding and revise the protocol for resubmisson at a later date",FALSE,NA
NCT04345848,Low recruitement,FALSE,NA
NCT04330495,NA,FALSE,NA
NCT04298840,Sponsor indicated it was unable/unwilling to support project at the present time.,FALSE,NA
NCT04219475,Priority changes of the company,FALSE,NA
NCT04216303,PI decided to stop the study,FALSE,NA
NCT04214002,"Due to the COVID-19 Pandemic, the study was withdrawn.",TRUE,FALSE
NCT04192448,Procedures not feasible due to COVID-19 and administrative concerns,TRUE,FALSE
NCT04164043,Decision made on 8/16/2021 due to difficult enrollment because of limited access for enrollees during the pandemic and changes in staff,TRUE,FALSE
NCT04157374,Lack of patients due to Covid-19 pandemic,TRUE,FALSE
NCT04143581,Lack of funds,FALSE,NA
NCT04143529,lack of funding,FALSE,NA
NCT04140474,Inclusion difficulties,FALSE,NA
NCT04041024,The PI has left the hospital and no one is replacing him,FALSE,NA
NCT03995290,Loss of funding.,FALSE,NA
NCT03983941,"PI leaving the institution, no subjects enrolled since 2019, and no other PI interested in taking it over.",FALSE,NA
NCT03966404,Enrollment is temporarily paused to allow other studies to be conducted and may resume in the future. This is not a suspension of IRB approval.,FALSE,NA
NCT03916588,covid,TRUE,FALSE
NCT03884465,COVID,TRUE,FALSE
NCT03880487,The Study was terminated early by sponsor,FALSE,NA
NCT03823378,Study M16-763 was terminated early as the benefit of each treatment arm from the feeder study (Study M16-063) did not provide appreciable evidence of differentiated clinical effect to warrant further long-term continuation.,FALSE,NA
NCT03821584,Recruiting terminated,FALSE,NA
NCT03809793,COVID-19,TRUE,FALSE
NCT03738800,Futility,FALSE,NA
NCT03660423,Study suspended due to COVID-19 and decreased ability to safely dance in person,TRUE,FALSE
NCT03634072,Unable to meet enrollment goal,FALSE,NA
NCT03473457,The therapeutic effect was not as expected,FALSE,NA
NCT03441022,Unable to obtain equipment from Sponsor to be able to proceed with the study.,FALSE,NA
NCT03388255,the clinical center has too much difficulty recruiting as a rare condition,FALSE,NA
NCT03388164,The study was terminated early based on the planned interim analysis that did not meet criteria for continuation.,FALSE,NA
NCT03369587,recruitment Suspended dur to Covid pandemic,TRUE,FALSE
NCT03365076,Currently revieweing slow inclusion rate due to patients operated before intervention is implementable,FALSE,NA
NCT03312192,poor recruitment,FALSE,NA
NCT03278366,Suspended secondary to COVID-19 and decreased access to school setting,TRUE,FALSE
NCT03238651,Termination of the study by the sponsor due to business decision.,FALSE,NA
NCT03237910,low rate recruitment,FALSE,NA
NCT03200522,"Funding completion date passed, inadequate enrollment",FALSE,NA
NCT03038191,Sponsor stopped funding,FALSE,NA
NCT02965911,No participants enrolled,FALSE,NA
NCT02964741,due to COVID-19,TRUE,FALSE
NCT02910973,Preliminary data is under analysis,FALSE,NA
NCT02892097,"Enrolled 1 participant, PI left the institution.",FALSE,NA
NCT02857218,Inadequate enrollment,FALSE,NA
NCT02754206,PI left university and IRB protocol closed,FALSE,NA
NCT02524379,Principal investigator has left the university; there were not enough participants to analyze the data.,FALSE,NA
NCT02455167,Study stopped due to low accrual and availability of other treatment options,FALSE,NA
NCT02423330,Study terminated by sponsor,FALSE,NA
NCT02411799,Principal investigator has left the university. Research has been discontinued prior to study completion; Registry study: no analysis,FALSE,NA
NCT02408016,Terminated due to loss of funding,FALSE,NA
NCT02394210,Bias in the study,FALSE,NA
NCT02370719,"Due to the inability to recruit the required number of participants, the study has been terminated.",FALSE,NA
NCT02293096,Study was terminated due to the change in funding.,FALSE,NA
NCT02192073,NA,FALSE,NA
NCT01774708,Difficulty in recruiting participants,FALSE,NA
NCT01548144,PI request,FALSE,NA
NCT01517542,low availability of professionals to recruit the participants,FALSE,NA
NCT01280708,This database did not have the desired inclusions or results and is therefore not sufficiently usable. This base is therefore abandoned in favor of a base on the pancreas much more promising both nationally and internationally.,FALSE,NA
NCT05053789,Medical device expired,FALSE,NA
NCT05051800,Recruitment of participants was interrupted by the COVID-19 pandemic and the funding for the study ended before the targeted enrollment could be completed.,TRUE,FALSE
NCT05049642,Medical device expired,FALSE,NA
NCT05049629,Medical device expired,FALSE,NA
NCT04965233,"Due to protocol changes, and the observational design of this study (not an ACT), the study registry is withdrawn from clinicaltrials.gov.",FALSE,NA
NCT04909879,Replaced by a different protocol.,FALSE,NA
NCT04886505,Insufficient funds,FALSE,NA
NCT04854876,The food supplement/health product registration needs to be undertaken with NHRA- Pharmaceutical Product Regulations Department,FALSE,NA
NCT04807829,The study was stopped due to drug unavailability. The drug is unavailable because production was discontinued in the US.,FALSE,NA
NCT04802005,PI moved to another institution,FALSE,NA
NCT04749940,no bugdet for the study,FALSE,NA
NCT04707924,Inability to enroll patients,FALSE,NA
NCT04663386,Target recruitment not reached,FALSE,NA
NCT04659278,Study has been placed on hold.,FALSE,NA
NCT04652765,PI Decision to close/stop the study due to no new accrual.,FALSE,NA
NCT04611074,Recruitment has not reached the anticipated number of participants and low number of enrolled participants who complete study questionnaires.,FALSE,NA
NCT04567225,Stopped after internal review,FALSE,NA
NCT04551573,COVID-19 Pandemic,TRUE,FALSE
NCT04541485,Enrolment was suspended since 09Dec2020 due to a lack of COVID-19 patients.,FALSE,NA
NCT04540510,due to COVID-19,TRUE,FALSE
NCT04476589,Decreasing prevalence of disorders of consciousness associated with COVID-19,FALSE,NA
NCT04434560,Poor enrollment,FALSE,NA
NCT04408040,New information regarding use of plasma in covid + patients,FALSE,NA
NCT04369469,Met futility bar at interim analysis.,FALSE,NA
NCT04348513,Due to specific inclusion criteria no more subjects could be enrolled.,FALSE,NA
NCT04344951,No clinical efficacy against SARS-CoV-2 recorded,FALSE,NA
NCT04335786,Enrollment was stopped to facilitate successful enrollment for the ACE2RAS-domain of the REMAP-CAP trial.,FALSE,NA
NCT04330313,covid-19 pandemic,TRUE,FALSE
NCT04327362,Study withdrawn due to delay in recruitment due to COVID-19; the PI also moved to a new institution.,TRUE,FALSE
NCT04311047,We decided to stop inclusions and start analysis after 26 inclusions.,FALSE,NA
NCT04240574,Due to pandemic we were not able to recruit patients for this study,TRUE,FALSE
NCT04201080,Because there have been significant enrollment struggles which has been exacerbated by the COVID impact. This has caused an undue delay to the study timelines and its enrollment goals beyond the business needs.,TRUE,FALSE
NCT04200950,No longer conducting this retrospective research,FALSE,NA
NCT04134624,Recruitment for this study was halted in February 2020 due to the COVID-19 pandemic. The study team was unable to continue enrollment due to decreased volumes (and the fact that COVID-19 mimics some of the signs and symptoms of severe sepsis),TRUE,FALSE
NCT04130698,"Due to COVID-19, public health guidelines prevent in-person group meetings.",TRUE,FALSE
NCT04091711,Awaiting next model of the device,FALSE,NA
NCT04082468,Never started enrollment due to logistics.,FALSE,NA
NCT03959813,the ethics committee has not accepted the extension,FALSE,NA
NCT03939650,logistics: not able to get resosurces to beginn,FALSE,NA
NCT03904784,NA,FALSE,NA
NCT03894345,COVID-19,TRUE,FALSE
NCT03882476,Study not funded,FALSE,NA
NCT03861598,Due to Covid,TRUE,FALSE
NCT03848585,Slow recruitment,FALSE,NA
NCT03781830,Recruiting under the new mDOT clinical trial with PI D Mogul,FALSE,NA
NCT03774251,Funding not secured,FALSE,NA
NCT03762798,Not able to enroll participants.,FALSE,NA
NCT03735758,problems with recruiting,FALSE,NA
NCT03734484,study was not started.,FALSE,NA
NCT03644940,study not started.,FALSE,NA
NCT03640650,COVID-19 pandemic leading to uncertainty in the recruitement,TRUE,FALSE
NCT03623763,Financial difficulities,FALSE,NA
NCT03593876,"Given the design of the study, we reached saturation with a sample of 16",FALSE,NA
NCT03592355,COVID19 pandemic,TRUE,FALSE
NCT03518164,Investigator stopped study,FALSE,NA
NCT03515330,Merged IRB study created,FALSE,NA
NCT03502824,slow enrollment,FALSE,NA
NCT03473496,"After CAR-T treatment, the benefit is not significant, and it is difficult to enroll.",FALSE,NA
NCT03427008,Merged IRB Created,FALSE,NA
NCT03278639,We could not fund the study,FALSE,NA
NCT03247465,"The deadlines of the ethics committee being very long, the investigator finally wished not to carry out the project.",FALSE,NA
NCT03212534,This trial did not start. No participants enrolled,FALSE,NA
NCT03209778,The research was stopped because of recruitment difficulties at the end of the study due to a high drop-out rate for one of the two tasks included in the protocol.,FALSE,NA
NCT03161509,publication of better study,FALSE,NA
NCT03134989,slow enrolment,FALSE,NA
NCT03115801,Lack of accrual,FALSE,NA
NCT03100409,The study was closed prematurely because the interim analysis found that subjects in the experimental group had less gastrointestinal toxicity.,FALSE,NA
NCT03057990,Study never opened; closed on 06/29/2021 due to no enrllment,FALSE,NA
NCT03037450,NA,FALSE,NA
NCT02924194,The study was halted prematurely due to lack of interested participants.,FALSE,NA
NCT02808247,Exceed of pre-specified number of failures in the experimental arm,FALSE,NA
NCT02779374,NA,FALSE,NA
NCT02755155,too many patients were expected and the investigative team would not be able to recruit this number,FALSE,NA
NCT02371005,scleroderma patients were difficult to recruit,FALSE,NA
NCT02315196,NA,FALSE,NA
NCT02134288,Drug unavailability due to a manufacturing transition.,FALSE,NA
NCT02130037,no grants,FALSE,NA
NCT02093377,Throughout the COVID-19 pandemic no patient could be recruited. Patients refuse to visit the hospital for study visits.,TRUE,FALSE
NCT01895829,Study halted prematurely and will not resume,FALSE,NA
NCT01469260,resources,FALSE,NA
NCT01413620,NA,FALSE,NA
NCT00508274,Primary analysis was completed in 2015 and data collection post 1-Jul-2019 was not reportable due to local regulations in China.,FALSE,NA
NCT05063513,NA,FALSE,NA
NCT05048511,The project was abandoned because of a lot of publications on the subject in the meantime and it was not considered relevant to continue.,FALSE,NA
NCT04987996,Study delayed due to unavailability of one of the investigational agents.,FALSE,NA
NCT04985656,Sponsor Decision to Terminate Trial,FALSE,NA
NCT04965467,Withdrawn due to financial reasons,FALSE,NA
NCT04883021,Low recruitment,FALSE,NA
NCT04776876,The study will not be opening. Support was withdrawn.,FALSE,NA
NCT04771247,IRB approval withheld,FALSE,NA
NCT04732767,not enough research personnel to complete study at the time,FALSE,NA
NCT04620473,No approval from ethical committee,FALSE,NA
NCT04614298,"Due to the reconsideration of KHK4827's business in China, it. was decided to withdraw this clinical trial prior to enrollment of first participant.",FALSE,NA
NCT04586309,Feasibility,FALSE,NA
NCT04478825,Internal Company Decision,FALSE,NA
NCT04469374,COVID-19,TRUE,FALSE
NCT04412460,Not feasible.,FALSE,NA
NCT04404361,decision to close enrollment early,FALSE,NA
NCT04388683,Bellerophon requested study to be stopped.,FALSE,NA
NCT04371523,"Study was not initiated due to evidence becoming available that did not support the use of hydroxychloroquine in this population, with potential risk of added harm",FALSE,NA
NCT04351087,IRB request pending resolution of requested modifications,FALSE,NA
NCT04344600,Single center study with low enrollment,FALSE,NA
NCT04269031,"AZ has decided not to continue this study, since sufficient data are available to support proposed dosing in future studies, and assessment of higher single doses are limited by tolerability due to the development of Injection Site Reactions.",FALSE,NA
NCT04267016,Sponsor decision to cancel study,FALSE,NA
NCT04264520,PI changed institutions and was no longer able to continue project.,FALSE,NA
NCT04263519,Covid restrictions,TRUE,FALSE
NCT04158349,PI Decision,FALSE,NA
NCT03849950,Recruitment was halted prematurely due to the COVID-19 pandemic.,TRUE,FALSE
NCT03861260,Withdrawn no participants enrolled,FALSE,NA
NCT03921333,Due the CONVID-19 we are currently suspend the recruitment until August 2020,TRUE,TRUE
NCT03927222,Resource shortage,FALSE,NA
NCT03992443,Chiesi business decision,FALSE,NA
NCT03994926,COVID-19 Pandmic halted study,TRUE,FALSE
NCT03996707,All consented subjects were lost to follow up. P.I. stopped due to lack of interest.,FALSE,NA
NCT04021446,PI left,FALSE,NA
NCT04079205,Due to difficulty in patient enrollment,FALSE,NA
NCT04109742,Lack of funding,FALSE,NA
NCT04151706,Interim analysis,FALSE,NA
NCT03401736,Can't get enough participant,FALSE,NA
NCT03445533,Lack of Efficacy,FALSE,NA
NCT03453242,Difficulty of recruitment due to COVID-19,TRUE,FALSE
NCT03571945,"Due to Coronavirus infection decrease in elective case list , also lack of response from other centers",FALSE,NA
NCT03574038,Interim Analysis,FALSE,NA
