nctid,stop_date,stop_status,restart_date,restart_status,why_stopped
NCT05412472,NA,NA,NA,NA,NA
NCT05412459,NA,NA,NA,NA,NA
NCT05412446,NA,NA,NA,NA,NA
NCT05412433,NA,NA,NA,NA,NA
NCT05412420,NA,NA,NA,NA,NA
NCT05412407,NA,NA,NA,NA,NA
NCT05412394,NA,NA,NA,NA,NA
NCT05412381,NA,NA,NA,NA,NA
NCT05412368,NA,NA,NA,NA,NA
NCT05412355,NA,NA,NA,NA,NA
NCT05412342,NA,NA,NA,NA,NA
NCT05412329,NA,NA,NA,NA,NA
NCT05412316,NA,NA,NA,NA,NA
NCT05412303,NA,NA,NA,NA,NA
NCT05412290,NA,NA,NA,NA,NA
NCT05412277,NA,NA,NA,NA,NA
NCT05412264,2022-06-06,Terminated,NA,NA,REB Approval lapsed.
NCT05412251,NA,NA,NA,NA,NA
NCT05412238,NA,NA,NA,NA,NA
NCT05412212,NA,NA,NA,NA,NA
NCT05412199,NA,NA,NA,NA,NA
NCT05412186,NA,NA,NA,NA,NA
NCT05412173,NA,NA,NA,NA,NA
NCT05412160,NA,NA,NA,NA,NA
NCT05412147,NA,NA,NA,NA,NA
NCT05412134,NA,NA,NA,NA,NA
NCT05412121,NA,NA,NA,NA,NA
NCT05412108,NA,NA,NA,NA,NA
NCT05412095,NA,NA,NA,NA,NA
NCT05412082,NA,NA,NA,NA,NA
NCT05412069,NA,NA,NA,NA,NA
NCT05412056,NA,NA,NA,NA,NA
NCT05412043,NA,NA,NA,NA,NA
NCT05412030,NA,NA,NA,NA,NA
NCT05412017,NA,NA,NA,NA,NA
NCT05412004,NA,NA,NA,NA,NA
NCT05411991,NA,NA,NA,NA,NA
NCT05411978,NA,NA,NA,NA,NA
NCT05411965,NA,NA,NA,NA,NA
NCT05411952,NA,NA,NA,NA,NA
NCT05411939,NA,NA,NA,NA,NA
NCT05411926,NA,NA,NA,NA,NA
NCT05411913,NA,NA,NA,NA,NA
NCT05411900,NA,NA,NA,NA,NA
NCT05411887,NA,NA,NA,NA,NA
NCT05411874,NA,NA,NA,NA,NA
NCT05411848,NA,NA,NA,NA,NA
NCT05411835,NA,NA,NA,NA,NA
NCT05411822,NA,NA,NA,NA,NA
NCT05411809,NA,NA,NA,NA,NA
NCT05411796,NA,NA,NA,NA,NA
NCT05411783,NA,NA,NA,NA,NA
NCT05411770,NA,NA,NA,NA,NA
NCT05411757,NA,NA,NA,NA,NA
NCT05411744,NA,NA,NA,NA,NA
NCT05411731,NA,NA,NA,NA,NA
NCT05411718,NA,NA,NA,NA,NA
NCT05411705,NA,NA,NA,NA,NA
NCT05411692,NA,NA,NA,NA,NA
NCT05411679,NA,NA,NA,NA,NA
NCT05411666,NA,NA,NA,NA,NA
NCT05411653,NA,NA,NA,NA,NA
NCT05411640,NA,NA,NA,NA,NA
NCT05411627,NA,NA,NA,NA,NA
NCT05411614,NA,NA,NA,NA,NA
NCT05411601,NA,NA,NA,NA,NA
NCT05411562,NA,NA,NA,NA,NA
NCT05411549,NA,NA,NA,NA,NA
NCT05411510,NA,NA,NA,NA,NA
NCT05411497,NA,NA,NA,NA,NA
NCT05411484,NA,NA,NA,NA,NA
NCT05411471,NA,NA,NA,NA,NA
NCT05411458,NA,NA,NA,NA,NA
NCT05411445,NA,NA,NA,NA,NA
NCT05411432,NA,NA,NA,NA,NA
NCT05411406,NA,NA,NA,NA,NA
NCT05411393,NA,NA,NA,NA,NA
NCT05411367,NA,NA,NA,NA,NA
NCT05411354,NA,NA,NA,NA,NA
NCT05411341,NA,NA,NA,NA,NA
NCT05411328,NA,NA,NA,NA,NA
NCT05411315,NA,NA,NA,NA,NA
NCT05411289,NA,NA,NA,NA,NA
NCT05411276,NA,NA,NA,NA,NA
NCT05411263,NA,NA,NA,NA,NA
NCT05411250,NA,NA,NA,NA,NA
NCT05411224,NA,NA,NA,NA,NA
NCT05411211,NA,NA,NA,NA,NA
NCT05411198,NA,NA,NA,NA,NA
NCT05411185,NA,NA,NA,NA,NA
NCT05411172,NA,NA,NA,NA,NA
NCT05411159,NA,NA,NA,NA,NA
NCT05411146,NA,NA,NA,NA,NA
NCT05411133,NA,NA,NA,NA,NA
NCT05411107,NA,NA,NA,NA,NA
NCT05411081,NA,NA,NA,NA,NA
NCT05411068,NA,NA,NA,NA,NA
NCT05411055,NA,NA,NA,NA,NA
NCT05411029,NA,NA,NA,NA,NA
NCT05411016,NA,NA,NA,NA,NA
NCT05411003,NA,NA,NA,NA,NA
NCT05410990,NA,NA,NA,NA,NA
NCT05410977,NA,NA,NA,NA,NA
NCT05410964,NA,NA,NA,NA,NA
NCT05410951,NA,NA,NA,NA,NA
NCT05410938,NA,NA,NA,NA,NA
NCT05410925,NA,NA,NA,NA,NA
NCT05410912,NA,NA,NA,NA,NA
NCT05410860,NA,NA,NA,NA,NA
NCT05410847,NA,NA,NA,NA,NA
NCT05410834,NA,NA,NA,NA,NA
NCT05410821,NA,NA,NA,NA,NA
NCT05410795,NA,NA,NA,NA,NA
NCT05410782,NA,NA,NA,NA,NA
NCT05410769,NA,NA,NA,NA,NA
NCT05410756,NA,NA,NA,NA,NA
NCT05410730,NA,NA,NA,NA,NA
NCT05410717,NA,NA,NA,NA,NA
NCT05410704,NA,NA,NA,NA,NA
NCT05410691,NA,NA,NA,NA,NA
NCT05410678,NA,NA,NA,NA,NA
NCT05410665,NA,NA,NA,NA,NA
NCT05410652,NA,NA,NA,NA,NA
NCT05410639,NA,NA,NA,NA,NA
NCT05410626,NA,NA,NA,NA,NA
NCT05410613,NA,NA,NA,NA,NA
NCT05410600,NA,NA,NA,NA,NA
NCT05410587,NA,NA,NA,NA,NA
NCT05410574,NA,NA,NA,NA,NA
NCT05410561,NA,NA,NA,NA,NA
NCT05410548,NA,NA,NA,NA,NA
NCT05410535,NA,NA,NA,NA,NA
NCT05410522,NA,NA,NA,NA,NA
NCT05410509,NA,NA,NA,NA,NA
NCT05410496,NA,NA,NA,NA,NA
NCT05410483,NA,NA,NA,NA,NA
NCT05410470,NA,NA,NA,NA,NA
NCT05410457,NA,NA,NA,NA,NA
NCT05410444,NA,NA,NA,NA,NA
NCT05410431,NA,NA,NA,NA,NA
NCT05410418,NA,NA,NA,NA,NA
NCT05410405,NA,NA,NA,NA,NA
NCT05410392,NA,NA,NA,NA,NA
NCT05410379,NA,NA,NA,NA,NA
NCT05410366,NA,NA,NA,NA,NA
NCT05410340,NA,NA,NA,NA,NA
NCT05410327,NA,NA,NA,NA,NA
NCT05410314,NA,NA,NA,NA,NA
NCT05410301,NA,NA,NA,NA,NA
NCT05410288,NA,NA,NA,NA,NA
NCT05410275,NA,NA,NA,NA,NA
NCT05410262,NA,NA,NA,NA,NA
NCT05410249,NA,NA,NA,NA,NA
NCT05410236,NA,NA,NA,NA,NA
NCT05410210,NA,NA,NA,NA,NA
NCT05410171,NA,NA,NA,NA,NA
NCT05410158,NA,NA,NA,NA,NA
NCT05410145,NA,NA,NA,NA,NA
NCT05410119,NA,NA,NA,NA,NA
NCT05410106,NA,NA,NA,NA,NA
NCT05410093,NA,NA,NA,NA,NA
NCT05410080,NA,NA,NA,NA,NA
NCT05410067,NA,NA,NA,NA,NA
NCT05410054,NA,NA,NA,NA,NA
NCT05410041,NA,NA,NA,NA,NA
NCT05410028,NA,NA,NA,NA,NA
NCT05410015,NA,NA,NA,NA,NA
NCT05410002,NA,NA,NA,NA,NA
NCT05409989,NA,NA,NA,NA,NA
NCT05409976,NA,NA,NA,NA,NA
NCT05409963,NA,NA,NA,NA,NA
NCT05409950,NA,NA,NA,NA,NA
NCT05409937,NA,NA,NA,NA,NA
NCT05409924,NA,NA,NA,NA,NA
NCT05409911,NA,NA,NA,NA,NA
NCT05409898,NA,NA,NA,NA,NA
NCT05409885,NA,NA,NA,NA,NA
NCT05409859,NA,NA,NA,NA,NA
NCT05409846,NA,NA,NA,NA,NA
NCT05409833,NA,NA,NA,NA,NA
NCT05409820,NA,NA,NA,NA,NA
NCT05409807,NA,NA,NA,NA,NA
NCT05409781,NA,NA,NA,NA,NA
NCT05409768,NA,NA,NA,NA,NA
NCT05409755,NA,NA,NA,NA,NA
NCT05409742,NA,NA,NA,NA,NA
NCT05409729,NA,NA,NA,NA,NA
NCT05409716,NA,NA,NA,NA,NA
NCT05409703,NA,NA,NA,NA,NA
NCT05409690,NA,NA,NA,NA,NA
NCT05409677,NA,NA,NA,NA,NA
NCT05409664,NA,NA,NA,NA,NA
NCT05409651,NA,NA,NA,NA,NA
NCT05409638,NA,NA,NA,NA,NA
NCT05409625,NA,NA,NA,NA,NA
NCT05409612,NA,NA,NA,NA,NA
NCT05409599,NA,NA,NA,NA,NA
NCT05409586,NA,NA,NA,NA,NA
NCT05409573,NA,NA,NA,NA,NA
NCT05409560,NA,NA,NA,NA,NA
NCT05409547,NA,NA,NA,NA,NA
NCT05409534,NA,NA,NA,NA,NA
NCT05409521,NA,NA,NA,NA,NA
NCT05409495,NA,NA,NA,NA,NA
NCT05409482,NA,NA,NA,NA,NA
NCT05409469,NA,NA,NA,NA,NA
NCT05409456,NA,NA,NA,NA,NA
NCT05409443,NA,NA,NA,NA,NA
NCT05409430,NA,NA,NA,NA,NA
NCT05409417,NA,NA,NA,NA,NA
NCT05409404,NA,NA,NA,NA,NA
NCT05409391,NA,NA,NA,NA,NA
NCT05409352,NA,NA,NA,NA,NA
NCT05409339,NA,NA,NA,NA,NA
NCT05409326,NA,NA,NA,NA,NA
NCT05409313,NA,NA,NA,NA,NA
NCT05409300,NA,NA,NA,NA,NA
NCT05409274,NA,NA,NA,NA,NA
NCT05409261,NA,NA,NA,NA,NA
NCT05409248,NA,NA,NA,NA,NA
NCT05409222,NA,NA,NA,NA,NA
NCT05409209,NA,NA,NA,NA,NA
NCT05409196,NA,NA,NA,NA,NA
NCT05409183,NA,NA,NA,NA,NA
NCT05409170,NA,NA,NA,NA,NA
NCT05409157,NA,NA,NA,NA,NA
NCT05409144,NA,NA,NA,NA,NA
NCT05409131,NA,NA,NA,NA,NA
NCT05409118,NA,NA,NA,NA,NA
NCT05409105,NA,NA,NA,NA,NA
NCT05409092,NA,NA,NA,NA,NA
NCT05409079,NA,NA,NA,NA,NA
NCT05409066,NA,NA,NA,NA,NA
NCT05409053,NA,NA,NA,NA,NA
NCT05409040,NA,NA,NA,NA,NA
NCT05409027,NA,NA,NA,NA,NA
NCT05409001,NA,NA,NA,NA,NA
NCT05408988,NA,NA,NA,NA,NA
NCT05408975,NA,NA,NA,NA,NA
NCT05408962,NA,NA,NA,NA,NA
NCT05408949,NA,NA,NA,NA,NA
NCT05408936,NA,NA,NA,NA,NA
NCT05408923,NA,NA,NA,NA,NA
NCT05408910,NA,NA,NA,NA,NA
NCT05408897,NA,NA,NA,NA,NA
NCT05408884,NA,NA,NA,NA,NA
NCT05408871,NA,NA,NA,NA,NA
NCT05408858,NA,NA,NA,NA,NA
NCT05408845,NA,NA,NA,NA,NA
NCT05408832,NA,NA,NA,NA,NA
NCT05408819,NA,NA,NA,NA,NA
NCT05408806,NA,NA,NA,NA,NA
NCT05408793,NA,NA,NA,NA,NA
NCT05408780,NA,NA,NA,NA,NA
NCT05408767,NA,NA,NA,NA,NA
NCT05408754,NA,NA,NA,NA,NA
NCT05408741,NA,NA,NA,NA,NA
NCT05408728,NA,NA,NA,NA,NA
NCT05408715,NA,NA,NA,NA,NA
NCT05408702,NA,NA,NA,NA,NA
NCT05408689,NA,NA,NA,NA,NA
NCT05408676,NA,NA,NA,NA,NA
NCT05408663,NA,NA,NA,NA,NA
NCT05408650,NA,NA,NA,NA,NA
NCT05408637,NA,NA,NA,NA,NA
NCT05408624,NA,NA,NA,NA,NA
NCT05408611,NA,NA,NA,NA,NA
NCT05408598,NA,NA,NA,NA,NA
NCT05408585,NA,NA,NA,NA,NA
NCT05408559,NA,NA,NA,NA,NA
NCT05408546,NA,NA,NA,NA,NA
NCT05408533,NA,NA,NA,NA,NA
NCT05408520,NA,NA,NA,NA,NA
NCT05408507,NA,NA,NA,NA,NA
NCT05408494,NA,NA,NA,NA,NA
NCT05408481,NA,NA,NA,NA,NA
NCT05408468,NA,NA,NA,NA,NA
NCT05408455,NA,NA,NA,NA,NA
NCT05408442,NA,NA,NA,NA,NA
NCT05408429,NA,NA,NA,NA,NA
NCT05408416,NA,NA,NA,NA,NA
NCT05408390,NA,NA,NA,NA,NA
NCT05408364,NA,NA,NA,NA,NA
NCT05408351,NA,NA,NA,NA,NA
NCT05408338,NA,NA,NA,NA,NA
NCT05408325,NA,NA,NA,NA,NA
NCT05408312,NA,NA,NA,NA,NA
NCT05408299,NA,NA,NA,NA,NA
NCT05408286,NA,NA,NA,NA,NA
NCT05408273,NA,NA,NA,NA,NA
NCT05408260,NA,NA,NA,NA,NA
NCT05408247,NA,NA,NA,NA,NA
NCT05408234,NA,NA,NA,NA,NA
NCT05408221,NA,NA,NA,NA,NA
NCT05408208,NA,NA,NA,NA,NA
NCT05408195,NA,NA,NA,NA,NA
NCT05408182,NA,NA,NA,NA,NA
NCT05408169,NA,NA,NA,NA,NA
NCT05408156,NA,NA,NA,NA,NA
NCT05408143,NA,NA,NA,NA,NA
NCT05408130,NA,NA,NA,NA,NA
NCT05408117,NA,NA,NA,NA,NA
NCT05408104,NA,NA,NA,NA,NA
NCT05408091,NA,NA,NA,NA,NA
NCT05408078,NA,NA,NA,NA,NA
NCT05408065,NA,NA,NA,NA,NA
NCT05408052,NA,NA,NA,NA,NA
NCT05408039,NA,NA,NA,NA,NA
NCT05408026,NA,NA,NA,NA,NA
NCT05408013,NA,NA,NA,NA,NA
NCT05408000,NA,NA,NA,NA,NA
NCT05407987,NA,NA,NA,NA,NA
NCT05407974,NA,NA,NA,NA,NA
NCT05407961,NA,NA,NA,NA,NA
NCT05407948,NA,NA,NA,NA,NA
NCT05407935,NA,NA,NA,NA,NA
NCT05407922,NA,NA,NA,NA,NA
NCT05407909,NA,NA,NA,NA,NA
NCT05407896,NA,NA,NA,NA,NA
NCT05407883,NA,NA,NA,NA,NA
NCT05407870,NA,NA,NA,NA,NA
NCT05407857,NA,NA,NA,NA,NA
NCT05407831,NA,NA,NA,NA,NA
NCT05407818,NA,NA,NA,NA,NA
NCT05407805,NA,NA,NA,NA,NA
NCT05407792,NA,NA,NA,NA,NA
NCT05407779,NA,NA,NA,NA,NA
NCT05407766,NA,NA,NA,NA,NA
NCT05407753,NA,NA,NA,NA,NA
NCT05407740,NA,NA,NA,NA,NA
NCT05407727,NA,NA,NA,NA,NA
NCT05407714,NA,NA,NA,NA,NA
NCT05407701,NA,NA,NA,NA,NA
NCT05407688,NA,NA,NA,NA,NA
NCT05407675,NA,NA,NA,NA,NA
NCT05407662,NA,NA,NA,NA,NA
NCT05407649,NA,NA,NA,NA,NA
NCT05407636,NA,NA,NA,NA,NA
NCT05407623,NA,NA,NA,NA,NA
NCT05407610,NA,NA,NA,NA,NA
NCT05407597,NA,NA,NA,NA,NA
NCT05407584,NA,NA,NA,NA,NA
NCT05407571,NA,NA,NA,NA,NA
NCT05407558,NA,NA,NA,NA,NA
NCT05407545,NA,NA,NA,NA,NA
NCT05407532,NA,NA,NA,NA,NA
NCT05407519,NA,NA,NA,NA,NA
NCT05407506,NA,NA,NA,NA,NA
NCT05407493,NA,NA,NA,NA,NA
NCT05407480,NA,NA,NA,NA,NA
NCT05407467,NA,NA,NA,NA,NA
NCT05407454,NA,NA,NA,NA,NA
NCT05407441,NA,NA,NA,NA,NA
NCT05407428,NA,NA,NA,NA,NA
NCT05407415,NA,NA,NA,NA,NA
NCT05407402,NA,NA,NA,NA,NA
NCT05407389,NA,NA,NA,NA,NA
NCT05407376,NA,NA,NA,NA,NA
NCT05407363,NA,NA,NA,NA,NA
NCT05407350,NA,NA,NA,NA,NA
NCT05407337,NA,NA,NA,NA,NA
NCT05407324,NA,NA,NA,NA,NA
NCT05407311,NA,NA,NA,NA,NA
NCT05407298,NA,NA,NA,NA,NA
NCT05407285,NA,NA,NA,NA,NA
NCT05407272,NA,NA,NA,NA,NA
NCT05407259,NA,NA,NA,NA,NA
NCT05407246,NA,NA,NA,NA,NA
NCT05407233,NA,NA,NA,NA,NA
NCT05407220,NA,NA,NA,NA,NA
NCT05407207,NA,NA,NA,NA,NA
NCT05407194,NA,NA,NA,NA,NA
NCT05407181,NA,NA,NA,NA,NA
NCT05407168,NA,NA,NA,NA,NA
NCT05407155,NA,NA,NA,NA,NA
NCT05407142,NA,NA,NA,NA,NA
NCT05407129,NA,NA,NA,NA,NA
NCT05407116,NA,NA,NA,NA,NA
NCT05407103,NA,NA,NA,NA,NA
NCT05407090,NA,NA,NA,NA,NA
NCT05407077,NA,NA,NA,NA,NA
NCT05407064,NA,NA,NA,NA,NA
NCT05407051,NA,NA,NA,NA,NA
NCT05407038,NA,NA,NA,NA,NA
NCT05407025,NA,NA,NA,NA,NA
NCT05407012,NA,NA,NA,NA,NA
NCT05406999,NA,NA,NA,NA,NA
NCT05406986,NA,NA,NA,NA,NA
NCT05406973,NA,NA,NA,NA,NA
NCT05406960,NA,NA,NA,NA,NA
NCT05406947,NA,NA,NA,NA,NA
NCT05406934,NA,NA,NA,NA,NA
NCT05406921,NA,NA,NA,NA,NA
NCT05406908,NA,NA,NA,NA,NA
NCT05406895,NA,NA,NA,NA,NA
NCT05406882,NA,NA,NA,NA,NA
NCT05406869,NA,NA,NA,NA,NA
NCT05406856,NA,NA,NA,NA,NA
NCT05406843,NA,NA,NA,NA,NA
NCT05406830,NA,NA,NA,NA,NA
NCT05406817,NA,NA,NA,NA,NA
NCT05406804,NA,NA,NA,NA,NA
NCT05406791,NA,NA,NA,NA,NA
NCT05406778,NA,NA,NA,NA,NA
NCT05406765,NA,NA,NA,NA,NA
NCT05406752,NA,NA,NA,NA,NA
NCT05406739,NA,NA,NA,NA,NA
NCT05406726,NA,NA,NA,NA,NA
NCT05406713,NA,NA,NA,NA,NA
NCT05406700,NA,NA,NA,NA,NA
NCT05406674,NA,NA,NA,NA,NA
NCT05406661,NA,NA,NA,NA,NA
NCT05406648,NA,NA,NA,NA,NA
NCT05406635,NA,NA,NA,NA,NA
NCT05406622,NA,NA,NA,NA,NA
NCT05406609,NA,NA,NA,NA,NA
NCT05406596,NA,NA,NA,NA,NA
NCT05406583,NA,NA,NA,NA,NA
NCT05406557,NA,NA,NA,NA,NA
NCT05406544,NA,NA,NA,NA,NA
NCT05406531,NA,NA,NA,NA,NA
NCT05406518,NA,NA,NA,NA,NA
NCT05406505,NA,NA,NA,NA,NA
NCT05406492,NA,NA,NA,NA,NA
NCT05406479,NA,NA,NA,NA,NA
NCT05406466,NA,NA,NA,NA,NA
NCT05406440,NA,NA,NA,NA,NA
NCT05406414,NA,NA,NA,NA,NA
NCT05406401,NA,NA,NA,NA,NA
NCT05406388,NA,NA,NA,NA,NA
NCT05406375,NA,NA,NA,NA,NA
NCT05406362,NA,NA,NA,NA,NA
NCT05406349,NA,NA,NA,NA,NA
NCT05406336,NA,NA,NA,NA,NA
NCT05406323,NA,NA,NA,NA,NA
NCT05406310,NA,NA,NA,NA,NA
NCT05406297,NA,NA,NA,NA,NA
NCT05406284,NA,NA,NA,NA,NA
NCT05406271,NA,NA,NA,NA,NA
NCT05406245,NA,NA,NA,NA,NA
NCT05406232,NA,NA,NA,NA,NA
NCT05406219,NA,NA,NA,NA,NA
NCT05406206,NA,NA,NA,NA,NA
NCT05406193,NA,NA,NA,NA,NA
NCT05406180,NA,NA,NA,NA,NA
NCT05406167,NA,NA,NA,NA,NA
NCT05406154,NA,NA,NA,NA,NA
NCT05406141,NA,NA,NA,NA,NA
NCT05406128,NA,NA,NA,NA,NA
NCT05406115,NA,NA,NA,NA,NA
NCT05406102,NA,NA,NA,NA,NA
NCT05406089,NA,NA,NA,NA,NA
NCT05406076,NA,NA,NA,NA,NA
NCT05406063,NA,NA,NA,NA,NA
NCT05406050,NA,NA,NA,NA,NA
NCT05406037,NA,NA,NA,NA,NA
NCT05406024,NA,NA,NA,NA,NA
NCT05406011,NA,NA,NA,NA,NA
NCT05405998,NA,NA,NA,NA,NA
NCT05405985,NA,NA,NA,NA,NA
NCT05405972,NA,NA,NA,NA,NA
NCT05405959,NA,NA,NA,NA,NA
NCT05405946,NA,NA,NA,NA,NA
NCT05405933,NA,NA,NA,NA,NA
NCT05405920,NA,NA,NA,NA,NA
NCT05405907,NA,NA,NA,NA,NA
NCT05405894,NA,NA,NA,NA,NA
NCT05405881,NA,NA,NA,NA,NA
NCT05405868,NA,NA,NA,NA,NA
NCT05405855,NA,NA,NA,NA,NA
NCT05405842,NA,NA,NA,NA,NA
NCT05405829,NA,NA,NA,NA,NA
NCT05405816,NA,NA,NA,NA,NA
NCT05405803,NA,NA,NA,NA,NA
NCT05405790,NA,NA,NA,NA,NA
NCT05405777,NA,NA,NA,NA,NA
NCT05405764,NA,NA,NA,NA,NA
NCT05405751,NA,NA,NA,NA,NA
NCT05405738,NA,NA,NA,NA,NA
NCT05405725,NA,NA,NA,NA,NA
NCT05405712,NA,NA,NA,NA,NA
NCT05405699,NA,NA,NA,NA,NA
NCT05405686,NA,NA,NA,NA,NA
NCT05405673,NA,NA,NA,NA,NA
NCT05405647,NA,NA,NA,NA,NA
NCT05405634,NA,NA,NA,NA,NA
NCT05405621,NA,NA,NA,NA,NA
NCT05405608,NA,NA,NA,NA,NA
NCT05405595,NA,NA,NA,NA,NA
NCT05405582,NA,NA,NA,NA,NA
NCT05405569,NA,NA,NA,NA,NA
NCT05405556,NA,NA,NA,NA,NA
NCT05405543,NA,NA,NA,NA,NA
NCT05405530,NA,NA,NA,NA,NA
NCT05405517,NA,NA,NA,NA,NA
NCT05405504,NA,NA,NA,NA,NA
NCT05405491,NA,NA,NA,NA,NA
NCT05405478,NA,NA,NA,NA,NA
NCT05405465,NA,NA,NA,NA,NA
NCT05405452,NA,NA,NA,NA,NA
NCT05405439,NA,NA,NA,NA,NA
NCT05405426,NA,NA,NA,NA,NA
NCT05405413,NA,NA,NA,NA,NA
NCT05405400,NA,NA,NA,NA,NA
NCT05405374,NA,NA,NA,NA,NA
NCT05405361,NA,NA,NA,NA,NA
NCT05405348,NA,NA,NA,NA,NA
NCT05405335,NA,NA,NA,NA,NA
NCT05405296,NA,NA,NA,NA,NA
NCT05405283,NA,NA,NA,NA,NA
NCT05405270,NA,NA,NA,NA,NA
NCT05405257,NA,NA,NA,NA,NA
NCT05405244,NA,NA,NA,NA,NA
NCT05405231,NA,NA,NA,NA,NA
NCT05405218,NA,NA,NA,NA,NA
NCT05405205,NA,NA,NA,NA,NA
NCT05405192,NA,NA,NA,NA,NA
NCT05405179,NA,NA,NA,NA,NA
NCT05405166,NA,NA,NA,NA,NA
NCT05405153,NA,NA,NA,NA,NA
NCT05405140,NA,NA,NA,NA,NA
NCT05405127,NA,NA,NA,NA,NA
NCT05405114,NA,NA,NA,NA,NA
NCT05405101,NA,NA,NA,NA,NA
NCT05405088,NA,NA,NA,NA,NA
NCT05405075,NA,NA,NA,NA,NA
NCT05405062,NA,NA,NA,NA,NA
NCT05405049,NA,NA,NA,NA,NA
NCT05405036,NA,NA,NA,NA,NA
NCT05405023,NA,NA,NA,NA,NA
NCT05405010,NA,NA,NA,NA,NA
NCT05404997,NA,NA,NA,NA,NA
NCT05404984,NA,NA,NA,NA,NA
NCT05404958,NA,NA,NA,NA,NA
NCT05404945,NA,NA,NA,NA,NA
NCT05404932,NA,NA,NA,NA,NA
NCT05404919,NA,NA,NA,NA,NA
NCT05404906,NA,NA,NA,NA,NA
NCT05404893,NA,NA,NA,NA,NA
NCT05404880,NA,NA,NA,NA,NA
NCT05404867,NA,NA,NA,NA,NA
NCT05404854,NA,NA,NA,NA,NA
NCT05404841,NA,NA,NA,NA,NA
NCT05404828,NA,NA,NA,NA,NA
NCT05404815,NA,NA,NA,NA,NA
NCT05404802,NA,NA,NA,NA,NA
NCT05404789,NA,NA,NA,NA,NA
NCT05404776,NA,NA,NA,NA,NA
NCT05404763,NA,NA,NA,NA,NA
NCT05404750,NA,NA,NA,NA,NA
NCT05404737,NA,NA,NA,NA,NA
NCT05404724,NA,NA,NA,NA,NA
NCT05404711,NA,NA,NA,NA,NA
NCT05404698,NA,NA,NA,NA,NA
NCT05404685,NA,NA,NA,NA,NA
NCT05404672,NA,NA,NA,NA,NA
NCT05404659,NA,NA,NA,NA,NA
NCT05404646,NA,NA,NA,NA,NA
NCT05404633,NA,NA,NA,NA,NA
NCT05404620,NA,NA,NA,NA,NA
NCT05404607,NA,NA,NA,NA,NA
NCT05404594,NA,NA,NA,NA,NA
NCT05404581,NA,NA,NA,NA,NA
NCT05404568,NA,NA,NA,NA,NA
NCT05404555,NA,NA,NA,NA,NA
NCT05404542,NA,NA,NA,NA,NA
NCT05404529,NA,NA,NA,NA,NA
NCT05404516,NA,NA,NA,NA,NA
NCT05404503,NA,NA,NA,NA,NA
NCT05404490,NA,NA,NA,NA,NA
NCT05404477,NA,NA,NA,NA,NA
NCT05404464,NA,NA,NA,NA,NA
NCT05404451,NA,NA,NA,NA,NA
NCT05404438,NA,NA,NA,NA,NA
NCT05404425,NA,NA,NA,NA,NA
NCT05404412,NA,NA,NA,NA,NA
NCT05404399,NA,NA,NA,NA,NA
NCT05404386,NA,NA,NA,NA,NA
