nctid,why_stopped,covid19_explicit,restart_expected
NCT05049161,Drug product unavailability,FALSE,NA
NCT05063604,The CAMAD clinical trial has been terminated due to difficulties in recruiting patients.,FALSE,NA
NCT05191004,Clinical hold,FALSE,NA
NCT05191017,Clinical hold,FALSE,NA
NCT05274048,Waiting on lab kits for correlative studies,FALSE,NA
NCT05420714,Change in study design to quality improvement,FALSE,NA
NCT05442762,Adjustment of research plan,FALSE,NA
NCT04668339,A decision was made to terminate the study for operational/business reasons. The study was not terminated for reasons of safety or immunogenicity.,FALSE,NA
NCT04713995,Sufficient samples and data have been collected for data analyses.,FALSE,NA
NCT04728347,A decision was made to terminate the study for operational/business reasons. This study was not terminated for reasons of safety or immunogenicity.,FALSE,NA
NCT04729959,Scheduled Interim Monitoring,FALSE,NA
NCT04770155,"Despite significant effort, we were unable to obtain the supply of drugs and supplements needed for the various arms of this Clinical Trial.",FALSE,NA
NCT04783389,Trial was discontinued in 2022 due to COVID-19 pandemic and Ukraine/Russia conflict related enrollment challenges. Discontinuation was not related to safety.,TRUE,FALSE
NCT04802031,Low accrual,FALSE,NA
NCT04594031,Preference given to gene therapy approaches by the SCD research community and patients' associations,FALSE,NA
NCT04621331,Sponsor's decision,FALSE,NA
NCT04529291,The IP decided to stop.,FALSE,NA
NCT04399044,per the Institutional Review Board,FALSE,NA
NCT04515953,pending,FALSE,NA
NCT04097821,"Challenges to identify the patient population as specified by protocol, and Novartis portfolio ongoing re-evaluation and is not triggered by any new or unexpected safety concerns for the patients (ongoing and completed) on the study",FALSE,NA
NCT04110353,Lack of funding,FALSE,NA
NCT04114708,Lack of funding,FALSE,NA
NCT04168671,Coronavirus pandemia,TRUE,FALSE
NCT04217707,Study unable to be conducted due to COVID.,TRUE,FALSE
NCT04276714,Not enough patients (difficulty in recruiting according to the inclusion criteria),FALSE,NA
NCT04295720,Stopped due to the risk of COVID-19 variants to our subject base of cancer patients,TRUE,FALSE
NCT04334369,LOSS OF FORMER PRINCIPAL INVESTIGATOR,FALSE,NA
NCT04356690,"Slow accrual, change in COVID prevalence, availability of effective vaccine",FALSE,NA
NCT04059757,Drugs unavailable,FALSE,NA
NCT03845257,difficult patient recruitment,FALSE,NA
NCT03889106,insufficient amount of participants,FALSE,NA
NCT03996057,"Project canceled due to PI leaving institution, staff changes and COVID Project canceled for other reason , describe: - Due to staff changes and COVID Project canceled due to PI leaving, staff changes and COVID",TRUE,FALSE
NCT03618979,Low enrollment,FALSE,NA
NCT03787082,Study was never able to start after the pandemic restrictions lifted,TRUE,FALSE
NCT03831139,COVID epidemic & measures to control it,TRUE,FALSE
NCT00251433,EGF100161 (NCT00251433) was terminated in Phase I (Phase II expansion portion of the study was never initiated) by sponsor decision.,FALSE,NA
NCT01276002,No appropriate participants,FALSE,NA
NCT01368666,"5 years follow up completed in October 2018, long-term follow up terminated because of low data return",FALSE,NA
NCT01555281,"In connection with the restructuring of SAKK, older ongoing studies were analyzed to determine whether a continuation of the trial would still add value to the data analysis, or whether they do not and could therefore be prematurely terminated.",FALSE,NA
NCT01770756,IRB terminated study,FALSE,NA
NCT01866657,Funding,FALSE,NA
NCT02108899,Difficulty in recruitment,FALSE,NA
NCT02313207,No appropriate participants,FALSE,NA
NCT02316132,No appropriate participants,FALSE,NA
NCT02450331,"""Sponsor decided to terminate the study early because the study did not meet its primary endpoint and because the study had met its goals of providing safety and additional exploratory efficacy information for atezolizumab monotherapy in MIBC.""",FALSE,NA
NCT02535247,Merck no longer providing drug for study,FALSE,NA
NCT02711735,Lack of recruitment,FALSE,NA
NCT02739347,Unable to recruit successfully,FALSE,NA
NCT02859064,Closed due to slow accrual,FALSE,NA
NCT02975505,Due to challenges in recruitment and holding visits during COVID,TRUE,FALSE
NCT02994784,"Slow Accrual during COVID pandemic, alternative treatments available. Study Halted early.",TRUE,FALSE
NCT03012282,Termination due to slow accrual,FALSE,NA
NCT03017742,NA,FALSE,NA
NCT03034421,difficult patient recruitment,FALSE,NA
NCT03095170,IRB Closure,FALSE,NA
NCT03125928,adverse event risk and accrual challenges,FALSE,NA
NCT03175523,BioResorbable Scaffold is not available in South Korea,FALSE,NA
NCT03338920,eDiary data collected not sufficient to utilize in the analysis of protocol endpoints,FALSE,NA
NCT03476928,"Due to a change in the development program, the study was closed prematurely.",FALSE,NA
NCT03490838,Recruitment for PROter A206T-G01-001 (NCT03490838) was halted in Phase I by sponsor decision. Phase II expansion portion of the study was never initiated.,FALSE,NA
NCT03514875,discontinued due to change in operating plans prior to study initiation and enrollment,FALSE,NA
NCT03566264,Program has been terminated.,FALSE,NA
NCT03573544,OBI-888 no longer fulfills our goal of developing cost-effective therapies for cancer patients,FALSE,NA
NCT03591874,Primary endpoint was not met.,FALSE,NA
