nctid,why_stopped,covid19_explicit,restart_expected
NCT01870141,Study halted prematurely but potentially will resume,FALSE,NA
NCT01890707,Change in procedure.,FALSE,NA
NCT01891500,Difficult to identify subjects who meet enrollment criteria.,FALSE,NA
NCT01952860,Requested by PI during yearly Continuing Review,FALSE,NA
NCT01993472,low accrual rate,FALSE,NA
NCT02003092,NA,FALSE,NA
NCT02013778,Lack of enrollment,FALSE,NA
NCT02025426,Significant challenges recruiting a difficult patient population with most surgeries occurring out of hours,FALSE,NA
NCT02039219,"Post-marketing reports of hepatotoxicity associated with obeticholic acid emerged in June 2017, investigators temporarily halted patient recruitment June 2017.",FALSE,NA
NCT02101554,Pfizer released from post-marketing commitment and study terminated because too few patients in the age group; not because of efficacy or safety issues.,FALSE,NA
NCT02158013,Slow inclusion rate,FALSE,NA
NCT02161744,Poor enrollment,FALSE,NA
NCT02169830,Lack of enrollment,FALSE,NA
NCT02185547,Difficulties in recruiting participants.,FALSE,NA
NCT02215174,IRB approval expired,FALSE,NA
NCT02225561,Discontinuation of the experimental treatment being tested,FALSE,NA
NCT02226497,Insufficient staff,FALSE,NA
NCT02246920,Development Halted,FALSE,NA
NCT02290028,BIOTRONIK received FDA approval to transition the ongoing Sentus QP Study to a new EP PASSION real-world data methodology.,FALSE,NA
NCT02302859,At the request of the PI,FALSE,NA
NCT02305563,"Business objectives have changed, slow accrual, the standard of care for the patient population changed and we were unable to accrue any longer.",FALSE,NA
NCT02310373,Responsible Party/PI passed away. All subjects enrolled completed study prior to termination.,FALSE,NA
NCT02311764,NA,FALSE,NA
NCT02330328,Collaborator withdrew closing the study prematurely with no participants enrolled,FALSE,NA
NCT02353949,Insufficient Recruitment,FALSE,NA
NCT02358200,Funding support for the study was terminated,FALSE,NA
NCT02358252,The device was under developed with some technical bugs.,FALSE,NA
NCT02392286,insufficient enrollment,FALSE,NA
NCT02396446,This study was never completed because the company was not able to support the trial with devices.,FALSE,NA
NCT02452385,Sponsor requirements,FALSE,NA
NCT02462759,The study was terminated early to roll over participants to open label extension study NCT02594124.,FALSE,NA
NCT02470728,Pending funding,FALSE,NA
NCT02475369,The trial was terminated prematurely by the sponsor for administrative reasons.,FALSE,NA
NCT02483728,Low enrollment,FALSE,NA
NCT02487277,Low accrual,FALSE,NA
NCT02489201,NA,FALSE,NA
NCT02489214,NA,FALSE,NA
NCT02503735,Unable to meet enrollment goal,FALSE,NA
NCT02507973,Unable to successfully recruit patients for study.,FALSE,NA
NCT02519270,NA,FALSE,NA
NCT02521194,PI requested,FALSE,NA
NCT02523690,Slow recruitment of eligible patients,FALSE,NA
NCT02538406,Requested to pause recruitment by local IRB while undergoing review.,FALSE,NA
NCT02585791,"due to recent release reports from CDC about lung injury due to vaping, the PI and IRB decided to terminate the study",FALSE,NA
NCT02586012,Insufficient enrollment,FALSE,NA
NCT02587650,Funding,FALSE,NA
NCT02599571,sponsor discontinued funding,FALSE,NA
NCT02599649,Enrollment was stopped after the sponsor's decision not to pursue the development of lirilumab for myeloid malignancies.,FALSE,NA
NCT02602665,Design was not feasible,FALSE,NA
NCT02614898,Terminated for administrative reasons before enrollment was complete.,FALSE,NA
NCT02620839,Funding,FALSE,NA
NCT02624856,Lack of funding,FALSE,NA
NCT02624999,PI changed institution,FALSE,NA
NCT02639390,Administrative challenges made it impossible to recruit enough subjects to achieve the study goals.,FALSE,NA
NCT02647983,Lack of participants,FALSE,NA
NCT02653833,PI passed away,FALSE,NA
NCT02664922,Poor study design and too many study groups.,FALSE,NA
NCT02669290,PI left institution,FALSE,NA
NCT02678754,Business decision to move away from this study,FALSE,NA
NCT02684071,Lack of additional funding; patients (3) no longer receiving intervention.,FALSE,NA
NCT02686008,The study was stopped due to lack of funding.,FALSE,NA
NCT02708407,Inability to recruit adequate number of participants,FALSE,NA
NCT02717247,the princcipal investigator went abroad,FALSE,NA
NCT02726399,Low accrual rate,FALSE,NA
NCT02727985,Site did not meet recruitment goals and target numbers,FALSE,NA
NCT02739555,Recruitment has been suspensed because the experimental treatment is no more available (out of stock of the Medac zoledronic acid).,FALSE,NA
NCT02743559,NA,FALSE,NA
NCT02743975,Insufficient tumor-to-background ratios in the first three dose groups,FALSE,NA
NCT02748135,The patient recruitment is on hold until further notice.,FALSE,NA
NCT02749409,"Case numbers not enough, however, the funding is over",FALSE,NA
NCT02753816,Study enrollment and goals unable to be reached.,FALSE,NA
NCT02754362,Due to personnel changes / departure of Dr. Chi.,FALSE,NA
NCT02764151,Sponsor decided to prematurely terminate the study and not to pursue marketing approval for the indication of malignant glioma.,FALSE,NA
NCT02766010,NA,FALSE,NA
NCT02770443,Study closed to recruitment early as endpoints were reached on several participants,FALSE,NA
NCT02771769,Data review,FALSE,NA
NCT02773550,Low recruiment.,FALSE,NA
NCT02774070,No financial support,FALSE,NA
NCT02782052,Sponsor's decision,FALSE,NA
NCT02783495,Funding,FALSE,NA
NCT02809846,Unable to recruit enough participants.,FALSE,NA
NCT02817672,The dataset was not strong enough to do NLP analysis.,FALSE,NA
NCT02818946,low enrollment,FALSE,NA
NCT02829372,NA,FALSE,NA
NCT02829749,Because of dynamics in the field of minimal invasive mitral repair and the development of newer devices,FALSE,NA
NCT02835183,NA,FALSE,NA
NCT02837783,Insufficient enrollment,FALSE,NA
NCT02847013,NA,FALSE,NA
NCT02858362,The study was terminated due to lack of efficacy in Cohorts 1 and 2.,FALSE,NA
NCT02884830,the protocol is too complex and we are not able to recruit appropriate patients,FALSE,NA
NCT02895945,Protocol amendment needed.,FALSE,NA
NCT02897336,NA,FALSE,NA
NCT02899325,PIs will not pursue trial due to staff and time constraints,FALSE,NA
NCT02900976,Unacceptable Toxicity,FALSE,NA
NCT02921646,Protocol is not adapted to cancer pancreas disease as progression is very fast and patients stopped the study before 1st study assessment,FALSE,NA
NCT02936687,pending funding,FALSE,NA
NCT02946918,Terminating study as sponsor has sold the drug to another company,FALSE,NA
NCT02948192,Inability to obtain final specimen routinely,FALSE,NA
NCT02950233,Recruitment was slower than expected and study drug reached expiry,FALSE,NA
NCT02953561,PDOL request,FALSE,NA
NCT02954185,Recruitment/Financial Issues,FALSE,NA
NCT02955121,Slower than anticipated recruitment,FALSE,NA
NCT02956889,low recruitment rate,FALSE,NA
NCT02962427,Decided to participate in a multicenter trial researching the same issue,FALSE,NA
NCT02974686,low recruitment,FALSE,NA
NCT02977039,no funding,FALSE,NA
NCT02980198,reorganization proceedings with a potential risk of company liquidation,FALSE,NA
NCT02992977,To enable development of an enhanced version of the vaccine.,FALSE,NA
NCT02994823,prolonged device failure after just 10 participants and too long to resume,FALSE,NA
NCT02999243,"IRB expired, PI no longer at institution.",FALSE,NA
NCT03001219,The trial was prematurely terminated due to a lack of efficacy of the investigational drug.,FALSE,NA
NCT03007719,Low Accrual,FALSE,NA
NCT03027700,Inadequate recruitment,FALSE,NA
NCT03027973,PI made the decision to not continue the study. It was at the Health Canada review stage.,FALSE,NA
NCT03028324,Difficulty recruiting participants and lost personnel.,FALSE,NA
NCT03036878,Closed for lack of enrollment,FALSE,NA
NCT03040427,Low enrollment,FALSE,NA
NCT03041740,Full Clinical Hold issued by the FDA due to concerns with sterility assurance.,FALSE,NA
NCT03042117,Insufficient funds,FALSE,NA
NCT03051945,Unable to perform brain imaging,FALSE,NA
NCT03054766,NA,FALSE,NA
NCT03059849,lack of funding,FALSE,NA
NCT03088501,The PERTH RCT was nested within the MAASTHI birth cohort. PERTH study was stopped as MAASTHI has completed it's recruitment.,FALSE,NA
NCT03106090,Unable to meet accrual goals.,FALSE,NA
NCT03110939,The principal investigator Dr.YinLi is working in other Hospital,FALSE,NA
NCT03118271,Two authors changed their jobs.,FALSE,NA
NCT03119571,"Low enrollment, funding withdrawn",FALSE,NA
NCT03123393,Lack of efficacy of the drug; no safety concern,FALSE,NA
NCT03134404,study did not start,FALSE,NA
NCT03146663,"Despite the clinical activity observed, the study was stopped due to reduced dose intensity in this heavily pre-treated population with complex comorbidities",FALSE,NA
NCT03151096,The target population with available genotype traveled outside study area and study duration of 19 weeks was long for some participants.,FALSE,NA
NCT03161457,The development was stopped due to company's strategy consideration,FALSE,NA
NCT03165695,Never funded,FALSE,NA
NCT03167190,Failed to meet target enrollment,FALSE,NA
NCT03168594,The enrollment was terminated early because the premature analysis found similar response in the two arms.,FALSE,NA
NCT03172520,Limitations in timing and personnel,FALSE,NA
NCT03181685,27 couples were recruited. This unexpected poor recruitment was due to more clinical pregnancies (for a better patients' selection) and more freeze-all cycles.,FALSE,NA
NCT03188978,Unable to recruit,FALSE,NA
NCT03196947,The study was terminated early due to sponsors decision,FALSE,NA
NCT03198143,PI leaving institution,FALSE,NA
NCT03206788,due to slow enrollment and approval of the Trikafta for CF patients,FALSE,NA
NCT03210480,Sponsor's decision due to slow enrollment rate.,FALSE,NA
NCT03234192,Recruiting was halted due to methodology issues,FALSE,NA
NCT03250312,Study Partner Left. Samples degraded before analysis.,FALSE,NA
NCT03258801,Clinical evaluation plan outdated and obsolete due to altered clinical routine,FALSE,NA
NCT03268694,Competition with other ongoing projects with this population.,FALSE,NA
NCT03269552,Terminated due to low accrual.,FALSE,NA
NCT03276208,Terminated due to lack of enrollment.,FALSE,NA
NCT03281239,"in view of the difficulties of inclusion in this study, it was decided not to extend this period",FALSE,NA
NCT03284060,inclusion difficulties,FALSE,NA
NCT03285256,Unable to recruit participants before funding period ended.,FALSE,NA
NCT03297957,Low accrual,FALSE,NA
NCT03306628,Dr. Hazen is no longer full-time faculty / was not able to find an appropriate PI to take over study.,FALSE,NA
NCT03312114,low accrual,FALSE,NA
NCT03313414,"No participant enrollment, funding withdrawn.",FALSE,NA
NCT03323424,No patient enrolled during the authorized period,FALSE,NA
NCT03328416,Expected technology was not available.,FALSE,NA
NCT03332030,Suspended due to cessation of funding,FALSE,NA
NCT03334006,Due to safety-relevant aspects with regard to internal processes of the sponsor,FALSE,NA
NCT03340116,Unable to find any suitable patients to enroll,FALSE,NA
NCT03354221,Change in literature to suggest at least 6 weeks of initial elimination is necessary to see decrease in eosinophil count.,FALSE,NA
NCT03368469,The study team was unable to recruit and enroll subjects. The study is now closed.,FALSE,NA
NCT03371823,We experienced challenges recruiting unmedicated women with high blood pressure for the intervention.,FALSE,NA
NCT03381365,low recruitment,FALSE,NA
NCT03382925,Not enough cervical interlaminar patients who meet criteria in order to meet recruitment goals.,FALSE,NA
NCT03386786,Business decision to close study due to slow enrollment.,FALSE,NA
NCT03391674,Change in protocol and delay in study initiation led to new study submission,FALSE,NA
NCT03412422,The study has been stopped due to technical difficulties.,FALSE,NA
NCT03413436,The principal investigator Dr.Yin Li was no longer working in Henan Cancer Hospital,FALSE,NA
NCT03415711,Administrative reasons,FALSE,NA
NCT03417154,Treatment ineffective,FALSE,NA
NCT03420846,Funding exhausted. Sufficient data already collected.,FALSE,NA
NCT03440411,Low enrollment,FALSE,NA
NCT03443284,Business decision to close study due to low and slow enrollment.,FALSE,NA
NCT03445780,No patients were enrolled; Senior author (Dr. Melamed) departed institution,FALSE,NA
NCT03465709,Apellis concluded that sufficient data was collected to meet the study objectives and to support continued development of APL-2.,FALSE,NA
NCT03466034,Low numbers of eligible patients and failure to successfully recruit them.,FALSE,NA
NCT03490669,Safety and PK/PD data from Dose Escalation support further development; Dose Expansion canceled,FALSE,NA
NCT03498196,The sponsor of this study has terminated the study due to poor enrollment.,FALSE,NA
NCT03500406,PI changed subspecialties and no longer had access to main study population,FALSE,NA
NCT03502473,Sponsor decision was made not to initiate and to focus on other initiatives,FALSE,NA
NCT03511365,IRB haulted the study there was no evidence that the probiotic would benefit the patient,FALSE,NA
NCT03534362,Lack of recruitment,FALSE,NA
NCT03544034,not funded,FALSE,NA
NCT03544892,PI left the University; study will not continue.,FALSE,NA
NCT03561324,PI leaving institution/no funding,FALSE,NA
NCT03562702,Access to Speedlyte Product no longer available.,FALSE,NA
NCT03562949,Insufficient investigational product,FALSE,NA
NCT03563885,Financial and Method issues suggesting that study is not feasible.,FALSE,NA
NCT03573505,Study was stopped because of safety concerns.,FALSE,NA
NCT03579927,Lack of Funding,FALSE,NA
NCT03580382,"Per regulatory coordinator, the sponsor is no longer supporting the study.",FALSE,NA
NCT03584269,Recruiting difficulties,FALSE,NA
NCT03592056,interim analysis proved that protocol intervention had no preventive effect,FALSE,NA
NCT03601962,Low enrolment rate,FALSE,NA
NCT03606655,Terms could not be met with the FDA.,FALSE,NA
NCT03608501,Business decision (no safety or efficacy concerns),FALSE,NA
NCT03611985,institutional conflict of interest,FALSE,NA
NCT03614052,Problems with the number of participants,FALSE,NA
NCT03618277,business strategy,FALSE,NA
NCT03620344,Difficulty getting parents to complete follow-up assessments,FALSE,NA
NCT03628079,Lack of effect,FALSE,NA
NCT03640221,Study withdrawn prior to IRB approval and enrollment,FALSE,NA
NCT03665298,The study was never started by the responsible party (medical student who is no longer at the institution).,FALSE,NA
NCT03670160,"Study is open, but enrollment is on hold pending interim data review.",FALSE,NA
NCT03670888,The development was stopped due to company's strategy consideration,FALSE,NA
NCT03670901,The development was stopped due to company's strategy consideration,FALSE,NA
NCT03673358,"Low compliance with CBT, and challenges with the CBT provider. Previous participants will be considered the pilot phase.",FALSE,NA
NCT03681301,Early Terminated,FALSE,NA
NCT03699176,"No patient was recruited, study withdrawn for feasibility reasons.",FALSE,NA
NCT03700294,Pending protocol amendment,FALSE,NA
NCT03702686,evaluating feasibility,FALSE,NA
NCT03722381,"Study activities were not initiated, and we do not plan to initiate them in the future.",FALSE,NA
NCT03724032,At the request of the IRB,FALSE,NA
NCT03727503,Logisitic problem,FALSE,NA
NCT03740347,Withdrawn study,FALSE,NA
NCT03743090,lack of PSG,FALSE,NA
NCT03746002,Insufficient rate of patient enrollment/accrual.,FALSE,NA
NCT03754296,Strategic decision,FALSE,NA
NCT03760445,It was determined that the study design may not be optimal given the changing AML treatment landscape.,FALSE,NA
NCT03771664,Evaluating potential amendments to the study,FALSE,NA
NCT03781622,Poor enrollment,FALSE,NA
NCT03816384,Declined to pursue Study due to anticipated low enrollment numbers,FALSE,NA
NCT03820648,no differences between the groups at the interim analysis,FALSE,NA
NCT03826784,Combined into an international study (CAR-BHA-I21),FALSE,NA
NCT03843411,no funding,FALSE,NA
NCT03846466,The study terminated for safety reasons.,FALSE,NA
NCT03852979,study is merged with CONTESSA study,FALSE,NA
NCT03862248,Feasibility of the clinical trial could not be confirmed at the different sites.,FALSE,NA
NCT03865563,We need to make significant adjustments to proposed drug and its delivery method,FALSE,NA
NCT03872440,Did not meet the expected enrollment rate.,FALSE,NA
NCT03878927,Dose limiting toxicities.,FALSE,NA
NCT03904420,"FDA determination of Fox software as class III medical device, not CDSS.",FALSE,NA
NCT03907072,Lack of efficacy,FALSE,NA
NCT03915886,Stopped due to a strategic decision.,FALSE,NA
NCT03935347,no accrual,FALSE,NA
NCT03937557,Insufficient funds,FALSE,NA
NCT03943771,Schedule issue,FALSE,NA
NCT03947853,No active recruitment,FALSE,NA
NCT03961048,Change in hospital protocol,FALSE,NA
NCT03963999,We did not receive grant funding. We will reapply in June of 2020,FALSE,NA
NCT03964597,Study abandoned before any submission (foreseeable organizational difficulties),FALSE,NA
NCT03990038,Recruitment problems making the study completion unlikely,FALSE,NA
NCT03992157,"Medical practices have evolved and are not conform with the study procedure. Actually, all patients receive an ambulatory ECG telemetry monitoring",FALSE,NA
NCT04007367,Evaluating potential amendments to the study,FALSE,NA
NCT04033458,stopped because of a business decision,FALSE,NA
NCT04044651,Bristol-Myers Squibb company terminated this study,FALSE,NA
NCT04045730,Halozyme isn't allowing this trial to move forward until their current clinical trial results are released.,FALSE,NA
NCT04082715,we don't have enough research funding.,FALSE,NA
NCT04082741,The study is no longer required based on nonclinical drug data,FALSE,NA
NCT04102865,Comply with competent authority requirement to halt recruitment once 50% of subjects enrolled to allow for interim analysis completion (to resume once complete),FALSE,NA
NCT04115020,A pilot study was negative.,FALSE,NA
NCT04123483,Cancellation of funding contract,FALSE,NA
NCT04125225,No participants enrolled.,FALSE,NA
NCT04128293,GSK investigating manufacturing site malfunction and assessing impact; Study 209713 Early Terminated due to risk of potential contamination of study tablets.,FALSE,NA
NCT04131946,Protocol amendment,FALSE,NA
NCT04134468,Halozyme halted development of PEGPH20 following Phase 3 failure.,FALSE,NA
NCT04144335,Contact issues,FALSE,NA
NCT04162366,A business decision was made to not initiate this study,FALSE,NA
NCT04219111,"STUDY LOOKING AT SAMPLES ONLY, NO PARTICIPANT ENROLMENT REQUIRED",FALSE,NA
NCT04219982,Failure to meet enrollment,FALSE,NA
NCT04226924,Lack of funding for company,FALSE,NA
NCT04227405,"The funding agency (Administration of Children and Families, US Department of Health and Human Services) discontinued the local evaluation",FALSE,NA
