nctid,why_stopped,covid19_explicit,restart_expected
NCT04464915,"Given the COVID-19 pandemic, there has been a temporary suspension of study activities, therefore the study has not yet been initiated.",TRUE,TRUE
NCT04465383,Recruitment too complicated during pandemics. Phase 2 of recruitment completed and enough data available.,TRUE,FALSE
NCT04496999,Insufficient recruitment,FALSE,NA
NCT04532749,42847922MDD3002 was stopped as a result of the interim analysis (IA) results performed by the Independent Data Monitoring Committee (IDMC),FALSE,NA
NCT04535908,Treatment standard has changed.,FALSE,NA
NCT04541225,Sponsor decision,FALSE,NA
NCT04567251,Protocol amendment in progress,FALSE,NA
NCT04584684,"The team decided to terminate the trial in order to start a new trial, unrelated to safety reasons",FALSE,NA
NCT04604678,Unable to recruit participants due to restrictive inclusion/exclusion criteria. Will update protocol with IRB & begin anew after approval.,FALSE,NA
NCT04621149,Unable to recruit participants due to decline in COVID-19.,TRUE,FALSE
NCT04627441,COVID-related delays and insufficient funding.,TRUE,FALSE
NCT04665752,Slow/Insufficient accrual,FALSE,NA
NCT04676126,IRB records show administrative closure on 12/16/21. No subjects enrolled.,FALSE,NA
NCT04692155,FDA hold,FALSE,NA
NCT04699942,Pending review of preliminary data,FALSE,NA
NCT04730206,recruitment was too slow,FALSE,NA
NCT04738344,No enough patients enrolled,FALSE,NA
NCT04746131,"Due to the product development strategy change, without any safety concerns, we (the sponsor of the trial) have decided to request to place the IND (#151570) on inactive status.",FALSE,NA
NCT04807387,After enrolling 6 healthy participants the study is being put on hold due to funding and personnel gap.,FALSE,NA
NCT04847609,Issues with patient recruitment,FALSE,NA
NCT04861948,No signs of efficacy in solid tumors,FALSE,NA
NCT04882696,slow recruitment,FALSE,NA
NCT04907890,Severe difficulties in enrolling individuals,FALSE,NA
NCT04912115,Seeking Pivotal study initiation,FALSE,NA
NCT04934917,Covid related problems,TRUE,FALSE
NCT04936061,Recruitment problems,FALSE,NA
NCT04952519,"The annual analysis did not show the efficacy of the investigational medicinal product in this application, therefore the study was not continued.",FALSE,NA
NCT04979637,ConvaTec have been unable to recruit sufficient subjects meeting the inclusion / exclusion criteria and also due to the ongoing Covid-19 restrictions at hospitals and clinics,TRUE,FALSE
NCT04988061,no subjects enrolled,FALSE,NA
NCT04998747,"Amgen Decision to stop development of AMG 701 SC, not for safety reasons but for business reasons.",FALSE,NA
NCT05003921,Modifying Protocol,FALSE,NA
NCT05038371,The study team decided to not publish a manuscript therefore we decided to terminate the study,FALSE,NA
NCT05040451,Lack patients and site resources for the proposed population,FALSE,NA
NCT05062720,Study is being redesigned due to slow accrual,FALSE,NA
NCT05069636,The Principal Investigator left Rowan University School of Osteopathic Medicine.,FALSE,NA
NCT05111041,Study was enrolling only for interviews with first responders to help study team craft intervention. Intervention not yet created. Recruitment will resume once that is complete.,FALSE,NA
NCT05111561,Unacceptable Toxicity,FALSE,NA
NCT05128682,"This is an early feasibility study. After the first 4 patients completed study activities, the investigator determined that this protocol is not the best way to test the study hypothesis.",FALSE,NA
NCT05186077,The original funding for this study ended and we are looking for additional funding,FALSE,NA
NCT05195268,Decision to discontinue in light of new evidence demonstrating that the intervention in question is not effective.,FALSE,NA
NCT05215106,Design modification,FALSE,NA
NCT05219604,Institution decision,FALSE,NA
NCT05234632,Due to enrolment issues with dehisced and DFU's wounds,FALSE,NA
NCT05237479,Study never approved by IRB or initiated,FALSE,NA
NCT05253976,Study had to be terminated before first patient got enrolled due to insufficient case number.,FALSE,NA
NCT05383001,"Study was set-up in 2017, even though the protocol was adjusted, it was not possible to find suitable patients.",FALSE,NA
NCT05387798,Program terminated,FALSE,NA
NCT05469490,Lack of funding support.,FALSE,NA
NCT05473286,Rybelsus® was not launched in Germany during the planned duration of NN9924-4540 study.,FALSE,NA
NCT05519930,Study being assessed by Clinical Research Team,FALSE,NA
NCT05559164,pending drug receipt,FALSE,NA
NCT05561257,due to the Corona pandemic,TRUE,FALSE
NCT05571241,No resident involvement,FALSE,NA
NCT04328285,French authority's decision,FALSE,NA
NCT04342611,PI left institution.,FALSE,NA
NCT04342689,Study was terminated due to low enrollment.,FALSE,NA
NCT03950310,"Due to COVID19, primary PCI number reduced.",TRUE,FALSE
NCT03972111,commitment fulfilled,FALSE,NA
NCT03985878,"Participants were either transitioned to a post-trial access program or another Sarepta study, or they declined further treatment. There are no safety concerns with Eteplirsen.",FALSE,NA
NCT03988023,The AP-013 study was prematurely terminated by the sponsor after Data Safety Monitoring Board (DSMB) guidance.,FALSE,NA
NCT04066894,Due to Issues Enrolling Patients,FALSE,NA
NCT04109287,COVID-19,TRUE,FALSE
NCT04210310,PI departure from the institution.,FALSE,NA
NCT04284254,"Study went on hold because more pre-clinical work needs to be done per FDA feedback. However, the study never went off hold and the study team has decided to close this study without opening to enrollment.",FALSE,NA
NCT03699956,"RRx-001 will be studied under a new global, phase 3 clinical trial",FALSE,NA
NCT03764137,Study was not able to enroll any subjects,FALSE,NA
NCT03805698,COVID stopped surgeries,TRUE,FALSE
NCT03827044,POLEM encountered significant recruitment challenges. With little prospect of recruiting to target the decision to close was made.,FALSE,NA
NCT03371745,The Reproductive Medicine Network was disbanded,FALSE,NA
NCT03375411,CHANGE TO ANOTHER PLATFORM IN STUDY.,FALSE,NA
NCT03377660,Funding stopped.,FALSE,NA
NCT03499418,Due to changing methodology of the study,FALSE,NA
NCT03555006,"because of the health crisis, organizational constraints and the lack of medical and paramedical staff",FALSE,NA
NCT03649464,Planned to execute the new Oral OKN-007 clinical trial with modified study plan soon. This Study not proceeding and sites never opened.,FALSE,NA
NCT03663166,Increased SAE occurrence per PI,FALSE,NA
NCT03675022,Inability to recruit during COVID,TRUE,FALSE
NCT02580981,On hold until CRA is hired,FALSE,NA
NCT02618109,recruitment difficulties,FALSE,NA
NCT03122106,Loss of funding,FALSE,NA
NCT03156686,Investigator couldn't include enough patients,FALSE,NA
NCT03211988,Lack of funding and drug supply,FALSE,NA
NCT03215849,Awaiting approval for change of protocol,FALSE,NA
NCT03236688,NA,FALSE,NA
NCT03250299,Due to the National Cancer Institute's (NCI)-mandated termination of the Adult Brain Tumor Consortium which was conducting the study,FALSE,NA
NCT03277482,Expansion cohort was not open,FALSE,NA
NCT01658111,NA,FALSE,NA
NCT01665274,"we are working on a larger similar multicenter cinical trials as a participant.so in order to avoid conflicts of interest, we have to suspended this project.",FALSE,NA
NCT01678547,NA,FALSE,NA
NCT01815281,NA,FALSE,NA
NCT05574166,"Only Part 1 was conducted but not Part 2. Due to the low exposures, definitive safety conclusions could not be made for the targeted exposure levels in the future.",FALSE,NA
NCT05578508,PI decision not to move forward with study.,FALSE,NA
NCT05352425,Sponsor decided to not pursue study at this time,FALSE,NA
NCT05463679,Indefinite hold by company,FALSE,NA
NCT05571111,Manufacturing process changes at a third-party supplier led to precautionary suspension of Menopur® shipments. Ferring's data reviewed to date indicate that the safety and efficacy of Menopur® remain unaltered. No trial participant received Menopur®.,FALSE,NA
NCT04999605,Too low inclusion rate,FALSE,NA
NCT05006300,Recruitment long and complicated,FALSE,NA
NCT05008835,Study was terminated for business reasons.,FALSE,NA
NCT05055336,Principal Investigator left the institution.,FALSE,NA
NCT05055921,Sponsor ceased operations,FALSE,NA
NCT05080946,Study drug is expiring. Will reopen when new drug is received.,FALSE,NA
NCT05093894,PI decided not to continue study due to no funding.,FALSE,NA
NCT05155020,The clinical development strategy has been changed,FALSE,NA
NCT05160402,Sponsor decision,FALSE,NA
NCT05166915,Indefinite hold by Company.,FALSE,NA
NCT05184218,Sponsor Decision,FALSE,NA
NCT05338424,Principal Investigator left the institution,FALSE,NA
NCT04905121,Unable to recruit patient population,FALSE,NA
NCT04922112,"Unable to find participants, no enrollment",FALSE,NA
NCT04939584,Sponsor ceased operations,FALSE,NA
NCT04946318,Sponsor Decision,FALSE,NA
NCT04060017,Pending New IRB Approval,FALSE,NA
NCT04064021,due to covid19 pandemic,TRUE,FALSE
NCT04142736,low recruitment rate,FALSE,NA
NCT04203056,Withdraw of financial support by industry collaborator,FALSE,NA
NCT04205435,Sponsor decision,FALSE,NA
NCT04206917,Sponsor ceasing operations,FALSE,NA
NCT04209465,The development of BDTX-189 was discontinued by the sponsor.,FALSE,NA
NCT04216134,PMT,FALSE,NA
NCT04233489,The COVID-19 pandemic lead to halted protocols containing human subjects and in person interactions,TRUE,FALSE
NCT04278534,Inadequate enrollment,FALSE,NA
NCT04335695,Study not feasible-Not able to enroll the patient population,FALSE,NA
NCT04378426,Use of VA hospital research space is indefinitely delayed due to prioritization of clinical cases delayed by COVID,TRUE,FALSE
NCT04401150,"On July 15, 2022, the LOVIT-COVID DSMB was aware of the recommendation of the REMAP-CAP DSMB to cease enrollment into the Vitamin C domain of that trial. Given that, the LOVIT-COVID DSMB suggested pausing enrollment into LOVIT-COVID immediately.",FALSE,NA
NCT04473950,The COVID-19 Pandemic prevented us from meeting target goals.,TRUE,FALSE
NCT04535895,Treatment standard has changed,FALSE,NA
NCT04545528,Logistical problems in clinic,FALSE,NA
NCT04552418,closed to accrual and intervention pending decision to increase accrual,FALSE,NA
NCT04591834,Sponsor decision,FALSE,NA
NCT04606550,No financial support.,FALSE,NA
NCT04642638,The study was terminated to prioritize Inovio's COVID-19 efforts to advance a heterologous booster strategy and optimize potential impact on global public health.,TRUE,FALSE
NCT04704791,Failure to enroll,FALSE,NA
NCT04723108,Poor enrollment and researcher left the institution,FALSE,NA
NCT04725981,Insufficient recruitment,FALSE,NA
NCT04727710,Study was held due to COVID19 and unable to enroll in virtual platform,TRUE,FALSE
NCT04802837,SMT19969-C006 study was terminated in alignment with corporate decision to pursue further development of drug candidate with a partner.,FALSE,NA
NCT04808492,Funding unavailable,FALSE,NA
NCT04809129,Funding stopped.,FALSE,NA
NCT04810104,Delays due to COVID,TRUE,FALSE
NCT04811404,Reassessment of rationale for study,FALSE,NA
NCT04834908,Closed as no eligible patient.,FALSE,NA
NCT04870476,"""During the feasibility study, it came to the research group's attention, that data was collected in an unauthorized manner. Therefore the trial has been terminated.",FALSE,NA
NCT04872127,device unavailable,FALSE,NA
NCT04887805,DSMC,FALSE,NA
NCT04894994,Change in clinical landscape,FALSE,NA
NCT03878953,Business decision,FALSE,NA
NCT03933865,The COVID-19 pandemic and recruitment difficulties prompted the investigators to terminate study early.,TRUE,FALSE
NCT03961672,Staff transitions,FALSE,NA
NCT04022876,With a favorable safety profile the difference between treatment groups for the primary composite endpoint was not sufficient to generate statistically significant results with the targeted sample size,FALSE,NA
NCT03542812,The study stopped enrollment prior to the initially projected 18 subjects per phase due to lack of funding to continue to recertify the drug and because an adequate number of subjects were enrolled for each phase to analyze pharmacokinetics.,FALSE,NA
NCT03553394,Stopped after interim analysis,FALSE,NA
NCT03559985,Recruitment difficulties,FALSE,NA
NCT03627234,Investigator left the institution,FALSE,NA
NCT03641287,Enrollment ended early due to the funding timeline,FALSE,NA
NCT03710291,Administrative reasons,FALSE,NA
NCT03711812,Covid-19,TRUE,FALSE
NCT02885428,Difficulties in the inclusion of patients with cardiacly asymptomatic type 2 diabetes and with at least two cardiovascular risk factors.,FALSE,NA
NCT02990078,Sufficient sample size enrolled to demonstrate scientific goals of the study,FALSE,NA
NCT02990091,Unable to recruit participants,FALSE,NA
NCT02990949,Stopped due to lack of enrollement,FALSE,NA
NCT03058354,NA,FALSE,NA
NCT03093051,Sponsor ceased operations,FALSE,NA
NCT03228953,Investigator retired.,FALSE,NA
NCT03229811,The PI left academic practice,FALSE,NA
NCT03229876,Sponsor decision,FALSE,NA
NCT03255057,Lack of enrollment post COVID-19 pandemic,TRUE,FALSE
NCT03340207,"A longer time to establish the airway. potential safety issue, despite lacking no adverse event.",FALSE,NA
NCT03359161,Development of first generation device discontinued.,FALSE,NA
NCT03397550,feasibility is being questioned,FALSE,NA
NCT03437148,recruitment difficulty,FALSE,NA
NCT03481543,Poor recruitment,FALSE,NA
NCT01570465,low interest,FALSE,NA
NCT01891695,Study had very specific inclusion/exclusion criteria and difficult to recruit,FALSE,NA
NCT02271893,Recruitment difficulties,FALSE,NA
NCT02382406,The study was completed. It was fully accrued.,FALSE,NA
NCT02688166,Unable to meet accrual goal,FALSE,NA
NCT02715856,Due to software issues and depletion of funds the protocol was terminated early,FALSE,NA
NCT02732873,Grant not received - study not started,FALSE,NA
NCT05388617,This study stopped because of a business decision.,FALSE,NA
NCT05415917,Protocol Amendment,FALSE,NA
NCT05586126,Concerns about possible association between drug and increased ICU mortality,FALSE,NA
NCT01167374,Slow recruitment rate,FALSE,NA
NCT01200147,Manufacturer stopped producing rings,FALSE,NA
NCT01558115,Poor enrollment,FALSE,NA
NCT01626313,Proposed studies were not funded,FALSE,NA
NCT01627548,Proposed studies were not funded,FALSE,NA
NCT01787409,"Due to an Internal Audit on October 24, 2022, the Data and Safety Monitoring Committee is requesting immediate temporary closure to enrollment until additional follow-up is done",FALSE,NA
NCT01808989,end of inclusing period,FALSE,NA
NCT01855607,Lack of feasibility,FALSE,NA
NCT01996605,"Cessation of funding period prior to completion, due to slow recruitment during the pandemic",TRUE,FALSE
NCT02055963,Early termination due to the protocol lack of progress in improving accrual rate,FALSE,NA
NCT02088372,All 4 sites were terminated due to low follow-up of patients and low interest in the study,FALSE,NA
NCT02100956,"Cessation of funding period prior to completion, due to slow recruitment during the pandemic",TRUE,FALSE
NCT02396277,Due to limited resources,FALSE,NA
NCT02441439,The investigators decided not to proceed with this study,FALSE,NA
NCT02448095,lack of interest,FALSE,NA
NCT02474173,Drug supply issues,FALSE,NA
NCT02482285,Difficulty recruiting. Study aims now overlap standard of care assessments and future planned studies.,FALSE,NA
NCT02502006,Funding was not available to complete enrollment,FALSE,NA
NCT02536300,Gilead has made the decision to close the study due to enrolment challenges,FALSE,NA
NCT02558764,Dr. Alwayn is leaving NSHA and Canada for a new appointment in Europe,FALSE,NA
NCT02573597,Difficulty in recruitment,FALSE,NA
NCT02574156,Finished,FALSE,NA
NCT02588846,Abandoned. No resources,FALSE,NA
NCT02597075,Feasibility (low patient accrual and financial reasons),FALSE,NA
NCT02598778,Study discontinued early due to time constraints and lack of selectivity in agar used in the identification of the target (Streptococcus mutans). Only 12 participants out of a planned 40 were enrolled.,FALSE,NA
NCT02605564,NA,FALSE,NA
NCT02637986,The investigatore decided not to proceed with this study,FALSE,NA
NCT02661035,Amendment Pending,FALSE,NA
NCT02664155,recruiting difficulties,FALSE,NA
NCT02721381,COVID-19,TRUE,FALSE
NCT02770300,"The study was prematurely terminated by the sponsor in both centers because the recruitment in the two centers was slow, and it stopped during COVID period.",TRUE,FALSE
NCT02776475,difficult to find eligible patients for enrolling,FALSE,NA
NCT02811783,Sponsor decision,FALSE,NA
NCT02812862,Rationale obsolete,FALSE,NA
NCT02822716,poor case accural,FALSE,NA
NCT02830698,Recruitment difficulties.,FALSE,NA
NCT02844868,recruitment difficulties,FALSE,NA
NCT02855268,The results of the futility analysis led to the study termination. No unexpected safety findings were identified.,FALSE,NA
NCT02880111,only one patient was included,FALSE,NA
NCT02922816,This study was paused and was not resumed due to the COVID-19 pandemic.,TRUE,FALSE
NCT02955511,"The blade used in the study was modified (changed) by the manufacturer, it does not longer exist.",FALSE,NA
NCT02986217,PI Left institution and did not transfer study to another PI,FALSE,NA
NCT03022877,Rationale obsolete,FALSE,NA
NCT03027323,Study not funded; no participants enrolled,FALSE,NA
NCT03029351,termination by sponsor,FALSE,NA
NCT03035838,Alternate study commenced using different drug,FALSE,NA
NCT03053700,"During study new treatments were available, which may be more effective than proposed study treatment.",FALSE,NA
NCT03099265,Paused due to COVID. A determination was made to stop the study because it would be impossible to reach the 65% resection rate as outlined in the protocol.,TRUE,FALSE
NCT03122613,Decision made by team of investigators,FALSE,NA
NCT03128775,no fundng was provided by the financial agency,FALSE,NA
NCT03130439,Slow accrual,FALSE,NA
NCT03130946,Slow recruiting rate.,FALSE,NA
NCT03141736,Staff not available to commence study.,FALSE,NA
NCT03145558,on hold by sponsor,FALSE,NA
NCT03151057,Safety endpointreached,FALSE,NA
NCT03247413,Study has been halted prematurely,FALSE,NA
NCT03249844,discontinuation of the trial,FALSE,NA
NCT03250195,Insufficient inclusion of patients,FALSE,NA
NCT03279718,Recruitment challenges due to COVID pandemic,TRUE,FALSE
NCT03286114,Lack of patient population,FALSE,NA
NCT03301415,Safety signal,FALSE,NA
NCT03318172,difficulty in recruting of patients,FALSE,NA
NCT03318861,The study was terminated due to lack of efficacy,FALSE,NA
NCT03362424,Cryogenesis company stopped supplying mesenchymal cells,FALSE,NA
NCT03373981,Did not meet target enrollment,FALSE,NA
NCT03410407,lack of interest,FALSE,NA
NCT03410927,The study was stopped due to unacceptable toxicity during the dose-escalation portion (Phase 1) of the study and did not progress to Phase 2,FALSE,NA
NCT03415776,"Very slow recruitment due to many challenges: 1-COVID-19 pandemic 2-Several units did not include their patients, 3-Many nephrologists left the country, 4-Severe economic crisis",TRUE,FALSE
NCT03430063,Business decision,FALSE,NA
NCT03438500,Sponsor & PI decision,FALSE,NA
NCT03451006,difficult recruitment and not achieved,FALSE,NA
NCT03466476,Pending IRB renewal.,FALSE,NA
NCT03472872,no longer recruiting or studying,FALSE,NA
NCT03482310,Awaiting additional funding,FALSE,NA
NCT03509584,SAFETY,FALSE,NA
NCT03511066,CT-P27 2.2 is inactivated,FALSE,NA
NCT03512496,NA,FALSE,NA
NCT03515629,Business decision,FALSE,NA
NCT03518112,Due to Competing Studies,FALSE,NA
NCT03548519,Study stopped due to technical reasons,FALSE,NA
NCT03549000,After review of data which showed low likelihood of efficacy in these patients Novartis decided to terminate the trial early. Termination was not safety related,FALSE,NA
NCT03558724,"Dose-escalation was finished, but no clear correlation between fluorescence and tumor grade was established",FALSE,NA
NCT03558984,company prioritization reasons,FALSE,NA
NCT03559270,Terminated due to lack of alignment during regulatory negotiations.,FALSE,NA
NCT03560349,Both Study PI's left the institution,FALSE,NA
NCT03578198,Issues in supply of IP,FALSE,NA
NCT03579472,Due to the fact that the sponsor decided not to move forward with the development of M7824,FALSE,NA
NCT03593915,The sponsor decided not to continue the study based on the overall company strategy in AML.,FALSE,NA
NCT03629015,Corporate strategic consideration,FALSE,NA
NCT03632642,Study never commenced,FALSE,NA
NCT03637231,The preliminary findings render it very unlikely that the methodology can be refined further in order to yield more accurate results even if more patients would be included and the study would be continued.,FALSE,NA
NCT03658629,This study was terminated 182 days after initial dosing.,FALSE,NA
NCT03662711,Contract terminated between AIFA and the Sponsor (University of Ferrara),FALSE,NA
NCT03672526,decision of the principal investigator,FALSE,NA
NCT03693846,Terminated due to slow enrollment and lack of efficacy,FALSE,NA
NCT03707314,Stopped due to low event rate and poor recruitment,FALSE,NA
NCT03711929,Business decision,FALSE,NA
NCT03714815,"As main study showed that HFpEF-PVD participants don't benefit from treatment with macitentan, SERENADE OL was closed.No unexpected/new safety findings observed",FALSE,NA
NCT03724084,Other - Study agent no longer available,FALSE,NA
NCT03729115,Hold for amendment,FALSE,NA
NCT03729245,Sponsor decision,FALSE,NA
NCT03742752,default inclusion,FALSE,NA
NCT03743428,Too slow speed for recruiting.,FALSE,NA
NCT03750708,Unsuccessful study,FALSE,NA
NCT03757403,Covid-19,TRUE,FALSE
NCT03762122,Due to financial restructure of SAKK,FALSE,NA
NCT03784599,insufficient effectiveness,FALSE,NA
NCT03784781,The study never started,FALSE,NA
NCT03784989,Lack of recruitment,FALSE,NA
NCT03797833,Slow inclusion rate. Central contact person quit for another job.,FALSE,NA
NCT03808545,Lack of enrollment,FALSE,NA
NCT03811158,Difficult to recruit participants,FALSE,NA
NCT03819231,Study recruitment temporarily suspended due to COVID-19 pandemic.,TRUE,TRUE
NCT03822962,"Due to decrease accumulation during the COVID-19 pandemic and several sites withdrawing, the study has been suspended as other sites are recruited.",TRUE,FALSE
NCT03823924,logistic problems,FALSE,NA
NCT03824847,Community recruitment suspended due to COVID-19,TRUE,FALSE
NCT03833258,COVID 19 resulted in cancellation of all elective surgery therefore we need to terminate the trial with 95 participants.,TRUE,FALSE
NCT03834818,Administrative hold,FALSE,NA
NCT03835481,Due to company decision.,FALSE,NA
NCT03845894,feasibility,FALSE,NA
NCT03870152,This decision was made due to lower than expected recruitment levels into the trial,FALSE,NA
NCT03884400,We have changed our research focus,FALSE,NA
NCT03916783,"We implemented Aims 1 and 2, but did not have a sufficient sample size to carry out the clinical trial portion",FALSE,NA
NCT03921073,Sponsor Terminated Funding,FALSE,NA
NCT03929978,lack of recruitment,FALSE,NA
NCT03931746,Company discontinued production of the Porcine Xenograft,FALSE,NA
NCT03935555,Samus Therapeutics company closure,FALSE,NA
NCT03939065,Decreased admissions secondary to wider introduction of HEMTs along with pandemic impacted ability to enroll,FALSE,NA
NCT03940807,Principal investigator departure,FALSE,NA
NCT03945032,In process (technical improvements),FALSE,NA
NCT03953755,Slow recruitment,FALSE,NA
NCT03954990,Lack of significance/futile study,FALSE,NA
NCT03955432,not enough recruit,FALSE,NA
NCT03968276,The PI decided to stop the study.,FALSE,NA
NCT03970200,Administrative reasons.,FALSE,NA
NCT03970330,"Original PI left institution, lack of funding to continue",FALSE,NA
NCT03984383,No extension of ethic comitee,FALSE,NA
