nctid,stop_date,stop_status,restart_date,restart_status,why_stopped
NCT05552170,NA,NA,NA,NA,NA
NCT05552157,NA,NA,NA,NA,NA
NCT05552131,NA,NA,NA,NA,NA
NCT05552105,NA,NA,NA,NA,NA
NCT05552079,NA,NA,NA,NA,NA
NCT05552066,NA,NA,NA,NA,NA
NCT05552053,NA,NA,NA,NA,NA
NCT05552040,NA,NA,NA,NA,NA
NCT05552014,NA,NA,NA,NA,NA
NCT05552001,NA,NA,NA,NA,NA
NCT05551962,NA,NA,NA,NA,NA
NCT05551949,NA,NA,NA,NA,NA
NCT05551936,NA,NA,NA,NA,NA
NCT05551923,NA,NA,NA,NA,NA
NCT05551910,NA,NA,NA,NA,NA
NCT05551884,NA,NA,NA,NA,NA
NCT05551806,NA,NA,NA,NA,NA
NCT05551793,NA,NA,NA,NA,NA
NCT05551780,NA,NA,NA,NA,NA
NCT05551767,NA,NA,NA,NA,NA
NCT05551741,NA,NA,NA,NA,NA
NCT05551728,NA,NA,NA,NA,NA
NCT05551715,NA,NA,NA,NA,NA
NCT05551702,NA,NA,NA,NA,NA
NCT05551689,NA,NA,NA,NA,NA
NCT05551676,NA,NA,NA,NA,NA
NCT05551650,NA,NA,NA,NA,NA
NCT05551624,NA,NA,NA,NA,NA
NCT05551598,NA,NA,NA,NA,NA
NCT05551585,NA,NA,NA,NA,NA
NCT05551572,NA,NA,NA,NA,NA
NCT05551559,NA,NA,NA,NA,NA
NCT05551533,NA,NA,NA,NA,NA
NCT05551520,NA,NA,NA,NA,NA
NCT05551507,NA,NA,NA,NA,NA
NCT05551494,NA,NA,NA,NA,NA
NCT05551481,NA,NA,NA,NA,NA
NCT05551468,NA,NA,NA,NA,NA
NCT05551455,NA,NA,NA,NA,NA
NCT05551442,NA,NA,NA,NA,NA
NCT05551416,NA,NA,NA,NA,NA
NCT05551403,NA,NA,NA,NA,NA
NCT05551390,NA,NA,NA,NA,NA
NCT05551364,NA,NA,NA,NA,NA
NCT05551351,NA,NA,NA,NA,NA
NCT05551338,NA,NA,NA,NA,NA
NCT05551325,NA,NA,NA,NA,NA
NCT05551312,NA,NA,NA,NA,NA
NCT05551286,NA,NA,NA,NA,NA
NCT05551273,NA,NA,NA,NA,NA
NCT05551247,NA,NA,NA,NA,NA
NCT05551234,NA,NA,NA,NA,NA
NCT05551221,NA,NA,NA,NA,NA
NCT05551208,NA,NA,NA,NA,NA
NCT05551182,NA,NA,NA,NA,NA
NCT05551169,NA,NA,NA,NA,NA
NCT05551143,NA,NA,NA,NA,NA
NCT05551104,NA,NA,NA,NA,NA
NCT05551078,NA,NA,NA,NA,NA
NCT05551052,NA,NA,NA,NA,NA
NCT05551026,NA,NA,NA,NA,NA
NCT05551013,NA,NA,NA,NA,NA
NCT05551000,NA,NA,NA,NA,NA
NCT05550961,NA,NA,NA,NA,NA
NCT05550935,NA,NA,NA,NA,NA
NCT05550896,NA,NA,NA,NA,NA
NCT05550883,NA,NA,NA,NA,NA
NCT05550870,NA,NA,NA,NA,NA
NCT05550844,NA,NA,NA,NA,NA
NCT05550818,NA,NA,NA,NA,NA
NCT05550805,NA,NA,NA,NA,NA
NCT05550792,NA,NA,NA,NA,NA
NCT05550766,NA,NA,NA,NA,NA
NCT05550753,NA,NA,NA,NA,NA
NCT05550701,NA,NA,NA,NA,NA
NCT05550688,NA,NA,NA,NA,NA
NCT05550675,NA,NA,NA,NA,NA
NCT05550662,NA,NA,NA,NA,NA
NCT05550649,NA,NA,NA,NA,NA
NCT05550610,NA,NA,NA,NA,NA
NCT05550597,NA,NA,NA,NA,NA
NCT05550584,NA,NA,NA,NA,NA
NCT05550571,NA,NA,NA,NA,NA
NCT05550506,NA,NA,NA,NA,NA
NCT05550493,NA,NA,NA,NA,NA
NCT05550480,NA,NA,NA,NA,NA
NCT05550467,NA,NA,NA,NA,NA
NCT05550454,NA,NA,NA,NA,NA
NCT05550441,NA,NA,NA,NA,NA
NCT05550428,NA,NA,NA,NA,NA
NCT05550402,NA,NA,NA,NA,NA
NCT05550389,NA,NA,NA,NA,NA
NCT05550363,NA,NA,NA,NA,NA
NCT05550350,NA,NA,NA,NA,NA
NCT05550324,NA,NA,NA,NA,NA
NCT05550285,NA,NA,NA,NA,NA
NCT05550272,NA,NA,NA,NA,NA
NCT05550246,NA,NA,NA,NA,NA
NCT05550207,NA,NA,NA,NA,NA
NCT05550194,NA,NA,NA,NA,NA
NCT05550181,NA,NA,NA,NA,NA
NCT05550168,NA,NA,NA,NA,NA
NCT05550129,NA,NA,NA,NA,NA
NCT05550077,NA,NA,NA,NA,NA
NCT05550064,NA,NA,NA,NA,NA
NCT05550038,NA,NA,NA,NA,NA
NCT05550025,NA,NA,NA,NA,NA
NCT05550012,NA,NA,NA,NA,NA
NCT05549999,NA,NA,NA,NA,NA
NCT05549986,NA,NA,NA,NA,NA
NCT05549973,NA,NA,NA,NA,NA
NCT05549947,NA,NA,NA,NA,NA
NCT05549934,NA,NA,NA,NA,NA
NCT05549921,NA,NA,NA,NA,NA
NCT05549908,NA,NA,NA,NA,NA
NCT05549882,NA,NA,NA,NA,NA
NCT05549869,NA,NA,NA,NA,NA
NCT05549856,NA,NA,NA,NA,NA
NCT05549843,NA,NA,NA,NA,NA
NCT05549830,NA,NA,NA,NA,NA
NCT05549817,NA,NA,NA,NA,NA
NCT05549804,NA,NA,NA,NA,NA
NCT05549791,NA,NA,NA,NA,NA
NCT05549778,NA,NA,NA,NA,NA
NCT05549765,NA,NA,NA,NA,NA
NCT05549752,NA,NA,NA,NA,NA
NCT05549713,NA,NA,NA,NA,NA
NCT05549700,NA,NA,NA,NA,NA
NCT05549674,NA,NA,NA,NA,NA
NCT05549622,NA,NA,NA,NA,NA
NCT05549609,NA,NA,NA,NA,NA
NCT05549583,NA,NA,NA,NA,NA
NCT05549570,NA,NA,NA,NA,NA
NCT05549557,NA,NA,NA,NA,NA
NCT05549505,NA,NA,NA,NA,NA
NCT05549492,NA,NA,NA,NA,NA
NCT05549479,NA,NA,NA,NA,NA
NCT05549466,NA,NA,NA,NA,NA
NCT05549440,NA,NA,NA,NA,NA
NCT05549414,NA,NA,NA,NA,NA
NCT05549401,NA,NA,NA,NA,NA
NCT05549375,NA,NA,NA,NA,NA
NCT05549349,NA,NA,NA,NA,NA
NCT05549336,NA,NA,NA,NA,NA
NCT05549310,NA,NA,NA,NA,NA
NCT05549297,NA,NA,NA,NA,NA
NCT05549284,NA,NA,NA,NA,NA
NCT05549271,NA,NA,NA,NA,NA
NCT05549258,NA,NA,NA,NA,NA
NCT05549245,NA,NA,NA,NA,NA
NCT05549232,NA,NA,NA,NA,NA
NCT05549193,NA,NA,NA,NA,NA
NCT05549167,NA,NA,NA,NA,NA
NCT05549154,NA,NA,NA,NA,NA
NCT05549128,NA,NA,NA,NA,NA
NCT05549089,NA,NA,NA,NA,NA
NCT05549024,NA,NA,NA,NA,NA
NCT05549011,NA,NA,NA,NA,NA
NCT05548998,NA,NA,NA,NA,NA
NCT05548985,NA,NA,NA,NA,NA
NCT05548972,NA,NA,NA,NA,NA
NCT05548959,NA,NA,NA,NA,NA
NCT05548933,NA,NA,NA,NA,NA
NCT05548868,NA,NA,NA,NA,NA
NCT05548855,NA,NA,NA,NA,NA
NCT05548842,NA,NA,NA,NA,NA
NCT05548829,NA,NA,NA,NA,NA
NCT05548816,NA,NA,NA,NA,NA
NCT05548790,NA,NA,NA,NA,NA
NCT05548751,NA,NA,NA,NA,NA
NCT05548725,NA,NA,NA,NA,NA
NCT05548712,NA,NA,NA,NA,NA
NCT05548699,NA,NA,NA,NA,NA
NCT05548686,NA,NA,NA,NA,NA
NCT05548673,NA,NA,NA,NA,NA
NCT05548660,NA,NA,NA,NA,NA
NCT05548647,NA,NA,NA,NA,NA
NCT05548634,NA,NA,NA,NA,NA
NCT05548608,NA,NA,NA,NA,NA
NCT05548595,NA,NA,NA,NA,NA
NCT05548582,NA,NA,NA,NA,NA
NCT05548569,NA,NA,NA,NA,NA
NCT05548543,NA,NA,NA,NA,NA
NCT05548504,NA,NA,NA,NA,NA
NCT05548478,NA,NA,NA,NA,NA
NCT05548465,NA,NA,NA,NA,NA
NCT05548413,NA,NA,NA,NA,NA
NCT05548400,NA,NA,NA,NA,NA
NCT05548387,NA,NA,NA,NA,NA
NCT05548361,NA,NA,NA,NA,NA
NCT05548348,NA,NA,NA,NA,NA
NCT05548335,NA,NA,NA,NA,NA
NCT05548322,NA,NA,NA,NA,NA
NCT05548309,NA,NA,NA,NA,NA
NCT05548283,NA,NA,NA,NA,NA
NCT05548270,NA,NA,NA,NA,NA
NCT05548257,NA,NA,NA,NA,NA
NCT05548218,NA,NA,NA,NA,NA
NCT05548192,NA,NA,NA,NA,NA
NCT05548179,NA,NA,NA,NA,NA
NCT05548153,NA,NA,NA,NA,NA
NCT05548140,NA,NA,NA,NA,NA
NCT05548127,NA,NA,NA,NA,NA
NCT05548114,NA,NA,NA,NA,NA
NCT05548101,NA,NA,NA,NA,NA
NCT05548088,NA,NA,NA,NA,NA
NCT05548075,NA,NA,NA,NA,NA
NCT05548049,NA,NA,NA,NA,NA
NCT05548036,NA,NA,NA,NA,NA
NCT05548023,NA,NA,NA,NA,NA
NCT05547997,NA,NA,NA,NA,NA
NCT05547971,NA,NA,NA,NA,NA
NCT05547945,NA,NA,NA,NA,NA
NCT05547932,NA,NA,NA,NA,NA
NCT05547919,NA,NA,NA,NA,NA
NCT05547893,NA,NA,NA,NA,NA
NCT05547880,NA,NA,NA,NA,NA
NCT05547867,NA,NA,NA,NA,NA
NCT05547854,NA,NA,NA,NA,NA
NCT05547841,NA,NA,NA,NA,NA
NCT05547828,NA,NA,NA,NA,NA
NCT05547815,NA,NA,NA,NA,NA
NCT05547802,NA,NA,NA,NA,NA
NCT05547789,NA,NA,NA,NA,NA
NCT05547776,NA,NA,NA,NA,NA
NCT05547763,NA,NA,NA,NA,NA
NCT05547737,NA,NA,NA,NA,NA
NCT05547724,NA,NA,NA,NA,NA
NCT05547711,NA,NA,NA,NA,NA
NCT05547698,NA,NA,NA,NA,NA
NCT05547685,NA,NA,NA,NA,NA
NCT05547659,NA,NA,NA,NA,NA
NCT05547646,NA,NA,NA,NA,NA
NCT05547633,NA,NA,NA,NA,NA
NCT05547607,NA,NA,NA,NA,NA
NCT05547594,NA,NA,NA,NA,NA
NCT05547581,NA,NA,NA,NA,NA
NCT05547555,NA,NA,NA,NA,NA
NCT05547542,NA,NA,NA,NA,NA
NCT05547516,NA,NA,NA,NA,NA
NCT05547503,NA,NA,NA,NA,NA
NCT05547490,NA,NA,NA,NA,NA
NCT05547477,NA,NA,NA,NA,NA
NCT05547464,NA,NA,NA,NA,NA
NCT05547451,NA,NA,NA,NA,NA
NCT05547438,NA,NA,NA,NA,NA
NCT05547425,NA,NA,NA,NA,NA
NCT05547412,NA,NA,NA,NA,NA
NCT05547399,NA,NA,NA,NA,NA
NCT05547360,NA,NA,NA,NA,NA
NCT05547334,NA,NA,NA,NA,NA
NCT05547321,NA,NA,NA,NA,NA
NCT05547308,NA,NA,NA,NA,NA
NCT05547282,NA,NA,NA,NA,NA
NCT05547230,NA,NA,NA,NA,NA
NCT05547217,NA,NA,NA,NA,NA
NCT05547204,NA,NA,NA,NA,NA
NCT05547191,NA,NA,NA,NA,NA
NCT05547178,NA,NA,NA,NA,NA
NCT05547165,NA,NA,NA,NA,NA
NCT05547152,NA,NA,NA,NA,NA
NCT05547113,NA,NA,NA,NA,NA
NCT05547074,NA,NA,NA,NA,NA
NCT05547061,NA,NA,NA,NA,NA
NCT05547022,NA,NA,NA,NA,NA
NCT05547009,NA,NA,NA,NA,NA
NCT05546996,NA,NA,NA,NA,NA
NCT05546983,NA,NA,NA,NA,NA
NCT05546970,NA,NA,NA,NA,NA
NCT05546957,NA,NA,NA,NA,NA
NCT05546944,NA,NA,NA,NA,NA
NCT05546931,NA,NA,NA,NA,NA
NCT05546905,NA,NA,NA,NA,NA
NCT05546892,NA,NA,NA,NA,NA
NCT05546866,NA,NA,NA,NA,NA
NCT05546788,NA,NA,NA,NA,NA
NCT05546775,NA,NA,NA,NA,NA
NCT05546723,NA,NA,NA,NA,NA
NCT05546710,NA,NA,NA,NA,NA
NCT05546697,NA,NA,NA,NA,NA
NCT05546684,NA,NA,NA,NA,NA
NCT05546671,NA,NA,NA,NA,NA
NCT05546645,NA,NA,NA,NA,NA
NCT05546619,NA,NA,NA,NA,NA
NCT05546606,NA,NA,NA,NA,NA
NCT05546593,NA,NA,NA,NA,NA
NCT05546580,NA,NA,NA,NA,NA
NCT05546541,NA,NA,NA,NA,NA
NCT05546528,NA,NA,NA,NA,NA
NCT05546515,NA,NA,NA,NA,NA
NCT05546489,NA,NA,NA,NA,NA
NCT05546463,NA,NA,NA,NA,NA
NCT05546450,NA,NA,NA,NA,NA
NCT05546437,NA,NA,NA,NA,NA
NCT05546424,NA,NA,NA,NA,NA
NCT05546411,NA,NA,NA,NA,NA
NCT05546359,NA,NA,NA,NA,NA
NCT05546346,NA,NA,NA,NA,NA
NCT05546307,NA,NA,NA,NA,NA
NCT05546255,NA,NA,NA,NA,NA
NCT05546229,NA,NA,NA,NA,NA
NCT05546216,NA,NA,NA,NA,NA
NCT05546203,NA,NA,NA,NA,NA
NCT05546177,NA,NA,NA,NA,NA
NCT05546164,NA,NA,NA,NA,NA
NCT05546151,NA,NA,NA,NA,NA
NCT05546138,NA,NA,NA,NA,NA
NCT05546125,NA,NA,NA,NA,NA
NCT05546112,NA,NA,NA,NA,NA
NCT05546086,NA,NA,NA,NA,NA
NCT05546073,NA,NA,NA,NA,NA
NCT05546060,NA,NA,NA,NA,NA
NCT05546034,NA,NA,NA,NA,NA
NCT05546021,NA,NA,NA,NA,NA
NCT05546008,NA,NA,NA,NA,NA
NCT05545982,NA,NA,NA,NA,NA
NCT05545969,NA,NA,NA,NA,NA
NCT05545956,NA,NA,NA,NA,NA
NCT05545943,NA,NA,NA,NA,NA
NCT05545917,NA,NA,NA,NA,NA
NCT05545904,NA,NA,NA,NA,NA
NCT05545865,NA,NA,NA,NA,NA
NCT05545852,NA,NA,NA,NA,NA
NCT05545839,NA,NA,NA,NA,NA
NCT05545826,NA,NA,NA,NA,NA
NCT05545813,NA,NA,NA,NA,NA
NCT05545800,NA,NA,NA,NA,NA
NCT05545774,NA,NA,NA,NA,NA
NCT05545761,NA,NA,NA,NA,NA
NCT05545748,NA,NA,NA,NA,NA
NCT05545735,NA,NA,NA,NA,NA
NCT05545722,NA,NA,NA,NA,NA
NCT05545709,NA,NA,NA,NA,NA
NCT05545696,NA,NA,NA,NA,NA
NCT05545683,NA,NA,NA,NA,NA
NCT05545670,NA,NA,NA,NA,NA
NCT05545631,NA,NA,NA,NA,NA
NCT05545618,NA,NA,NA,NA,NA
NCT05545592,NA,NA,NA,NA,NA
NCT05545579,NA,NA,NA,NA,NA
NCT05545566,NA,NA,NA,NA,NA
NCT05545553,NA,NA,NA,NA,NA
NCT05545527,NA,NA,NA,NA,NA
NCT05545514,NA,NA,NA,NA,NA
NCT05545501,NA,NA,NA,NA,NA
NCT05545488,NA,NA,NA,NA,NA
NCT05545475,NA,NA,NA,NA,NA
NCT05545462,NA,NA,NA,NA,NA
NCT05545436,NA,NA,NA,NA,NA
NCT05545423,NA,NA,NA,NA,NA
NCT05545410,NA,NA,NA,NA,NA
NCT05545397,NA,NA,NA,NA,NA
NCT05545384,NA,NA,NA,NA,NA
NCT05545358,NA,NA,NA,NA,NA
NCT05545345,NA,NA,NA,NA,NA
NCT05545332,NA,NA,NA,NA,NA
NCT05545293,NA,NA,NA,NA,NA
NCT05545267,NA,NA,NA,NA,NA
NCT05545254,NA,NA,NA,NA,NA
NCT05545228,NA,NA,NA,NA,NA
NCT05545215,NA,NA,NA,NA,NA
NCT05545202,NA,NA,NA,NA,NA
NCT05545189,NA,NA,NA,NA,NA
NCT05545176,NA,NA,NA,NA,NA
NCT05545163,NA,NA,NA,NA,NA
NCT05545124,NA,NA,NA,NA,NA
NCT05545098,NA,NA,NA,NA,NA
NCT05545085,NA,NA,NA,NA,NA
NCT05545059,NA,NA,NA,NA,NA
NCT05545046,NA,NA,NA,NA,NA
NCT05545033,NA,NA,NA,NA,NA
NCT05544994,NA,NA,NA,NA,NA
NCT05544981,NA,NA,NA,NA,NA
NCT05544968,NA,NA,NA,NA,NA
NCT05544955,NA,NA,NA,NA,NA
NCT05544942,NA,NA,NA,NA,NA
NCT05544916,NA,NA,NA,NA,NA
NCT05544903,NA,NA,NA,NA,NA
NCT05544877,NA,NA,NA,NA,NA
NCT05544851,NA,NA,NA,NA,NA
NCT05544825,NA,NA,NA,NA,NA
NCT05544812,NA,NA,NA,NA,NA
NCT05544188,NA,NA,NA,NA,NA
NCT05544136,NA,NA,NA,NA,NA
NCT05544097,NA,NA,NA,NA,NA
NCT05544058,NA,NA,NA,NA,NA
NCT05543993,NA,NA,NA,NA,NA
NCT05543889,NA,NA,NA,NA,NA
NCT05543863,NA,NA,NA,NA,NA
NCT05543824,NA,NA,NA,NA,NA
NCT05543798,NA,NA,NA,NA,NA
NCT05543694,NA,NA,NA,NA,NA
NCT05543434,NA,NA,NA,NA,NA
NCT05543408,NA,NA,NA,NA,NA
NCT05543317,NA,NA,NA,NA,NA
NCT05543278,NA,NA,NA,NA,NA
NCT05542719,NA,NA,NA,NA,NA
NCT05542511,NA,NA,NA,NA,NA
NCT05542238,NA,NA,NA,NA,NA
NCT05542173,NA,NA,NA,NA,NA
NCT05542056,NA,NA,NA,NA,NA
NCT05542004,NA,NA,NA,NA,NA
NCT05541913,NA,NA,NA,NA,NA
NCT05541900,NA,NA,NA,NA,NA
NCT05541588,NA,NA,NA,NA,NA
NCT05541289,NA,NA,NA,NA,NA
NCT05541263,NA,NA,NA,NA,NA
NCT05540990,NA,NA,NA,NA,NA
NCT05540925,NA,NA,NA,NA,NA
NCT05540886,NA,NA,NA,NA,NA
NCT05540847,NA,NA,NA,NA,NA
NCT05540834,NA,NA,NA,NA,NA
NCT05540795,NA,NA,NA,NA,NA
NCT05540119,NA,NA,NA,NA,NA
NCT05539885,NA,NA,NA,NA,NA
NCT05539456,NA,NA,NA,NA,NA
NCT05538689,NA,NA,NA,NA,NA
NCT05538442,NA,NA,NA,NA,NA
NCT05538325,NA,NA,NA,NA,NA
NCT05538299,NA,NA,NA,NA,NA
NCT05538039,NA,NA,NA,NA,NA
NCT05537909,NA,NA,NA,NA,NA
NCT05537870,NA,NA,NA,NA,NA
NCT05537844,NA,NA,NA,NA,NA
NCT05537428,NA,NA,NA,NA,NA
NCT05537402,NA,NA,NA,NA,NA
NCT05537220,NA,NA,NA,NA,NA
NCT05537168,NA,NA,NA,NA,NA
NCT05536921,NA,NA,NA,NA,NA
NCT05536908,NA,NA,NA,NA,NA
NCT05535907,NA,NA,NA,NA,NA
NCT05535868,NA,NA,NA,NA,NA
NCT05535530,NA,NA,NA,NA,NA
NCT05534919,NA,NA,NA,NA,NA
NCT05534893,NA,NA,NA,NA,NA
NCT05534776,NA,NA,NA,NA,NA
NCT05533086,NA,NA,NA,NA,NA
NCT05532865,NA,NA,NA,NA,NA
NCT05532202,NA,NA,NA,NA,NA
NCT05531799,NA,NA,NA,NA,NA
NCT05531435,NA,NA,NA,NA,NA
NCT05530850,NA,NA,NA,NA,NA
NCT05530447,NA,NA,NA,NA,NA
NCT05530239,NA,NA,NA,NA,NA
NCT05529758,NA,NA,NA,NA,NA
NCT05529459,NA,NA,NA,NA,NA
NCT05529420,NA,NA,NA,NA,NA
NCT05528783,NA,NA,NA,NA,NA
NCT05527951,NA,NA,NA,NA,NA
NCT05526833,NA,NA,NA,NA,NA
NCT05526781,NA,NA,NA,NA,NA
NCT05525689,NA,NA,NA,NA,NA
NCT05525195,NA,NA,NA,NA,NA
NCT05525065,NA,NA,NA,NA,NA
NCT05523934,NA,NA,NA,NA,NA
NCT05523869,NA,NA,NA,NA,NA
NCT05523492,NA,NA,NA,NA,NA
NCT05522296,NA,NA,NA,NA,NA
NCT05521932,NA,NA,NA,NA,NA
NCT05521295,NA,NA,NA,NA,NA
NCT05519956,NA,NA,NA,NA,NA
NCT05519904,NA,NA,NA,NA,NA
NCT05519449,NA,NA,NA,NA,NA
NCT05518929,NA,NA,NA,NA,NA
NCT05518786,NA,NA,NA,NA,NA
NCT05518760,NA,NA,NA,NA,NA
NCT05517616,NA,NA,NA,NA,NA
NCT05517486,NA,NA,NA,NA,NA
NCT05517408,NA,NA,NA,NA,NA
NCT05517291,NA,NA,NA,NA,NA
NCT05516771,NA,NA,NA,NA,NA
NCT05515718,NA,NA,NA,NA,NA
NCT05515497,NA,NA,NA,NA,NA
NCT05515224,NA,NA,NA,NA,NA
NCT05515198,NA,NA,NA,NA,NA
NCT05514899,NA,NA,NA,NA,NA
NCT05514834,NA,NA,NA,NA,NA
NCT05513365,NA,NA,NA,NA,NA
NCT05512572,NA,NA,NA,NA,NA
NCT05511857,NA,NA,NA,NA,NA
NCT05511467,NA,NA,NA,NA,NA
NCT05511454,NA,NA,NA,NA,NA
NCT05509166,NA,NA,NA,NA,NA
NCT05507437,NA,NA,NA,NA,NA
NCT05507307,NA,NA,NA,NA,NA
NCT05507112,NA,NA,NA,NA,NA
NCT05506852,NA,NA,NA,NA,NA
NCT05506007,NA,NA,NA,NA,NA
NCT05505539,2022-09-20,Withdrawn,NA,NA,Principal Investigator no longer with university.
NCT05505305,NA,NA,NA,NA,NA
NCT05504746,NA,NA,NA,NA,NA
NCT05504148,NA,NA,NA,NA,NA
NCT05503823,NA,NA,NA,NA,NA
NCT05503238,NA,NA,NA,NA,NA
NCT05503147,NA,NA,NA,NA,NA
NCT05503056,NA,NA,NA,NA,NA
NCT05502146,NA,NA,NA,NA,NA
NCT05501912,NA,NA,NA,NA,NA
NCT05501275,NA,NA,NA,NA,NA
NCT05501080,NA,NA,NA,NA,NA
NCT05501067,NA,NA,NA,NA,NA
NCT05501002,NA,NA,NA,NA,NA
NCT05500430,NA,NA,NA,NA,NA
NCT05500105,NA,NA,NA,NA,NA
NCT05499988,NA,NA,NA,NA,NA
NCT05498883,NA,NA,NA,NA,NA
NCT05498844,NA,NA,NA,NA,NA
NCT05498662,NA,NA,NA,NA,NA
NCT05497531,NA,NA,NA,NA,NA
NCT05497375,NA,NA,NA,NA,NA
NCT05496335,NA,NA,NA,NA,NA
NCT05495555,NA,NA,NA,NA,NA
NCT05494840,NA,NA,NA,NA,NA
NCT05494788,NA,NA,NA,NA,NA
NCT05494281,NA,NA,NA,NA,NA
NCT05494216,NA,NA,NA,NA,NA
NCT05493891,NA,NA,NA,NA,NA
NCT05493488,NA,NA,NA,NA,NA
NCT05491954,NA,NA,NA,NA,NA
NCT05491603,2022-09-19,Suspended,NA,NA,"Suspended: Study halted prematurely but potentially will resume. Sponsor suspension, and not due to safety or site-related matters."
NCT05491200,NA,NA,NA,NA,NA
NCT05489952,NA,NA,NA,NA,NA
NCT05489887,NA,NA,NA,NA,NA
NCT05489211,NA,NA,NA,NA,NA
NCT05488964,NA,NA,NA,NA,NA
NCT05488756,NA,NA,NA,NA,NA
NCT05488522,NA,NA,NA,NA,NA
NCT05486052,NA,NA,NA,NA,NA
NCT05485051,NA,NA,NA,NA,NA
NCT05484141,NA,NA,NA,NA,NA
NCT05483829,NA,NA,NA,NA,NA
NCT05483153,NA,NA,NA,NA,NA
NCT05482997,NA,NA,NA,NA,NA
NCT05482295,NA,NA,NA,NA,NA
NCT05482256,NA,NA,NA,NA,NA
NCT05481801,NA,NA,NA,NA,NA
NCT05480579,NA,NA,NA,NA,NA
NCT05480306,NA,NA,NA,NA,NA
NCT05479045,NA,NA,NA,NA,NA
NCT05477927,NA,NA,NA,NA,NA
NCT05477602,NA,NA,NA,NA,NA
NCT05476094,NA,NA,NA,NA,NA
NCT05475171,NA,NA,NA,NA,NA
NCT05474313,NA,NA,NA,NA,NA
NCT05474274,NA,NA,NA,NA,NA
NCT05472506,NA,NA,NA,NA,NA
NCT05471544,NA,NA,NA,NA,NA
NCT05471258,NA,NA,NA,NA,NA
NCT05471154,NA,NA,NA,NA,NA
NCT05469321,NA,NA,NA,NA,NA
NCT05466461,NA,NA,NA,NA,NA
NCT05465954,NA,NA,NA,NA,NA
NCT05463029,NA,NA,NA,NA,NA
NCT05462717,NA,NA,NA,NA,NA
NCT05461482,NA,NA,NA,NA,NA
NCT05461313,NA,NA,NA,NA,NA
NCT05461170,NA,NA,NA,NA,NA
